model,seed,moment,squared_error_sum,empirical_variance,weight,criterion_value,total_criterion,share_of_total_criterion,run
old_model_edu3,1501552845,hours_0,1.0298897895492436,0.10330956678474107,9.679645652910981,9.96896822438774,290.6884535837788,0.034294338497055585,1
old_model_edu3,1501552845,hours_1,0.05001561597374358,0.001539441397552362,649.5862308440768,32.48945546372889,290.6884535837788,0.11176727201641382,1
old_model_edu3,1501552845,hours_2,0.06529980477649043,0.0004173693748525939,2395.9586415685503,156.45563154697155,290.6884535837788,0.5382244448243272,1
old_model_edu3,1501552845,hours_3,0.05129581395709239,0.0006996222445611295,1429.3425699936674,73.31929055134746,290.6884535837788,0.25222636003399507,1
old_model_edu3,1501552845,hours_4,0.25575402252571056,0.10636063052888331,9.401975092543687,2.4045929496045875,290.6884535837788,0.00827206213373578,1
old_model_edu3,1501552845,work_work,0.3152298276002802,0.10302204314650047,9.706660521256637,3.0598289226901754,290.6884535837788,0.010526145379930983,1
old_model_edu3,1501552845,nowork_nowork,1.3034484449452872,0.10033715318549359,9.966397961826337,12.99068592504842,290.6884535837788,0.04468937711454162,1
old_model_edu3,488200390,hours_0,1.007005842230244,0.10330956678474107,9.679645652910981,9.747459723199942,295.55475788204586,0.032980215893158096,2
old_model_edu3,488200390,hours_1,0.05055569023898835,0.001539441397552362,649.5862308440768,32.84028027006513,295.55475788204586,0.11111403012219985,2
old_model_edu3,488200390,hours_2,0.06818678333246832,0.0004173693748525939,2395.9586415685503,163.37271276618986,295.55475788204586,0.5527663094883789,2
old_model_edu3,488200390,hours_3,0.05004231511718973,0.0006996222445611295,1429.3425699936674,71.52761129803692,295.55475788204586,0.242011368081522,2
old_model_edu3,488200390,hours_4,0.25601527172141736,0.10636063052888331,9.401975092543687,2.40704920803557,295.55475788204586,0.008144173436031129,2
old_model_edu3,488200390,work_work,0.303208370716778,0.10302204314650047,9.706660521256637,2.943140721751096,295.55475788204586,0.009958021798876558,2
old_model_edu3,488200390,nowork_nowork,1.2759378005448467,0.10033715318549359,9.966397961826337,12.716503894767339,295.55475788204586,0.043025881179833414,2
old_model_edu3,1693606510,hours_0,1.0358886034470471,0.10330956678474107,9.679645652910981,10.027034617256238,285.70581809424397,0.03509566127893372,3
old_model_edu3,1693606510,hours_1,0.05519483771011538,0.001539441397552362,649.5862308440768,35.85380659016436,285.70581809424397,0.12549204223183685,3
old_model_edu3,1693606510,hours_2,0.06090056342945975,0.0004173693748525939,2395.9586415685503,145.91523122520772,285.70581809424397,0.5107184452823273,3
old_model_edu3,1693606510,hours_3,0.052737166627514286,0.0006996222445611295,1429.3425699936674,75.37947728155554,285.70581809424397,0.263835989705644,3
old_model_edu3,1693606510,hours_4,0.2511114042767056,0.10636063052888331,9.401975092543687,2.3609431684632542,285.70581809424397,0.00826354599360824,3
old_model_edu3,1693606510,work_work,0.3179133297261309,0.10302204314650047,9.706660521256637,3.085876766833879,285.70581809424397,0.01080088878629682,3
old_model_edu3,1693606510,nowork_nowork,1.3127559721050304,0.10033715318549359,9.966397961826337,13.083448444762926,285.70581809424397,0.045793426721352844,3
old_model_edu3,680233354,hours_0,1.0419966991560474,0.10330956678474107,9.679645652910981,10.086158819333425,287.60409359725696,0.03506959408393352,4
old_model_edu3,680233354,hours_1,0.04813468849213495,0.001539441397552362,649.5862308440768,31.2676308704597,287.60409359725696,0.10871761413189397,4
old_model_edu3,680233354,hours_2,0.06459877869532021,0.0004173693748525939,2395.9586415685503,154.77600204982681,287.60409359725696,0.538156464026432,4
old_model_edu3,680233354,hours_3,0.050782753074991804,0.0006996222445611295,1429.3425699936674,72.58595079156261,287.60409359725696,0.25238149389211234,4
old_model_edu3,680233354,hours_4,0.2634464679452374,0.10636063052888331,9.401975092543687,2.476917129839731,287.60409359725696,0.008612245739826822,4
old_model_edu3,680233354,work_work,0.3367029253215331,0.10302204314650047,9.706660521256637,3.268260992610147,287.60409359725696,0.011363749909578193,4
old_model_edu3,680233354,nowork_nowork,1.3187485583022123,0.10033715318549359,9.966397961826337,13.143172943624588,287.60409359725696,0.045698838216223295,4
old_model_edu3,438466540,hours_0,1.0312772291079295,0.10330956678474107,9.679645652910981,9.982398147680652,302.43717207962936,0.033006518606953396,5
old_model_edu3,438466540,hours_1,0.0577343933230265,0.001539441397552362,649.5862308440768,37.50346694877422,302.43717207962936,0.12400415825505684,5
old_model_edu3,438466540,hours_2,0.06958843718034828,0.0004173693748525939,2395.9586415685503,166.73101741550568,302.43717207962936,0.5512914178803613,5
old_model_edu3,438466540,hours_3,0.04887164507053745,0.0006996222445611295,1429.3425699936674,69.85432276494035,302.43717207962936,0.23097135277586925,5
old_model_edu3,438466540,hours_4,0.2557799178635418,0.10636063052888331,9.401975092543687,2.4048364169258902,302.43717207962936,0.007951523949221148,5
old_model_edu3,438466540,work_work,0.31309685112340463,0.10302204314650047,9.706660521256637,3.0391248441293186,302.43717207962936,0.01004878078720145,5
old_model_edu3,438466540,nowork_nowork,1.296557250790872,0.10033715318549359,9.966397961826337,12.922005541673306,302.43717207962936,0.042726247745336815,5
old_model_edu3,1712329280,hours_0,1.020541580873391,0.10330956678474107,9.679645652910981,9.87848087691602,294.38469955289446,0.03355636652285006,6
old_model_edu3,1712329280,hours_1,0.05009531571993163,0.001539441397552362,649.5862308440768,32.541227321454414,294.38469955289446,0.11053980512872229,6
old_model_edu3,1712329280,hours_2,0.0646554986694014,0.0004173693748525939,2395.9586415685503,154.91190076187618,294.38469955289446,0.5262226637361019,6
old_model_edu3,1712329280,hours_3,0.055205835635399894,0.0006996222445611295,1429.3425699936674,78.90805098575048,294.38469955289446,0.26804399517228455,6
old_model_edu3,1712329280,hours_4,0.25629854824673415,0.10636063052888331,9.401975092543687,2.4097125668709007,294.38469955289446,0.008185590387444468,6
old_model_edu3,1712329280,work_work,0.3021115531892734,0.10302204314650047,9.706660521256637,2.9324942863578447,294.38469955289446,0.009961435804278069,6
old_model_edu3,1712329280,nowork_nowork,1.2845997924933867,0.10033715318549359,9.966397961826337,12.802832753668625,294.38469955289446,0.04349014324831864,6
old_model_edu3,1380152455,hours_0,1.019490758049633,0.10330956678474107,9.679645652910981,9.868309284338052,291.60695912107576,0.033841130932134963,7
old_model_edu3,1380152455,hours_1,0.05258338514172922,0.001539441397552362,649.5862308440768,34.15744295923832,291.60695912107576,0.11713521193798425,7
old_model_edu3,1380152455,hours_2,0.06518948682151808,0.0004173693748525939,2395.9586415685503,156.19131428943538,291.60695912107576,0.5356227257408642,7
old_model_edu3,1380152455,hours_3,0.05122883742147782,0.0006996222445611295,1429.3425699936674,73.22355813780287,291.60695912107576,0.25110360314617974,7
old_model_edu3,1380152455,hours_4,0.260602036860651,0.10636063052888331,9.401975092543687,2.450173859629992,291.60695912107576,0.008402316141614012,7
old_model_edu3,1380152455,work_work,0.31152646931177463,0.10302204314650047,9.706660521256637,3.0238816809950704,291.60695912107576,0.010369717136069956,7
old_model_edu3,1380152455,nowork_nowork,1.2735071344983933,0.10033715318549359,9.966397961826337,12.692278909636086,291.60695912107576,0.04352529496515283,7
old_model_edu3,1452245846,hours_0,1.0310526386311625,0.10330956678474107,9.679645652910981,9.980224191448528,302.02948818064584,0.03304387346933254,8
old_model_edu3,1452245846,hours_1,0.050643727301875024,0.001539441397552362,649.5862308440768,32.89746793392026,302.02948818064584,0.10892137761808234,8
old_model_edu3,1452245846,hours_2,0.06885568554705002,0.0004173693748525939,2395.9586415685503,164.97537480758123,302.02948818064584,0.5462227407044056,8
old_model_edu3,1452245846,hours_3,0.052900350671608004,0.0006996222445611295,1429.3425699936674,75.61272318252242,302.02948818064584,0.250348810766775,8
old_model_edu3,1452245846,hours_4,0.25948657398062835,0.10636063052888331,9.401975092543687,2.4396863054153624,302.02948818064584,0.0080776427497575,8
old_model_edu3,1452245846,work_work,0.32403410488072804,0.10302204314650047,9.706660521256637,3.1452890533864957,302.02948818064584,0.01041384757605283,8
old_model_edu3,1452245846,nowork_nowork,1.3022480896391202,0.10033715318549359,9.966397961826337,12.978722706371569,302.02948818064584,0.04297170711559432,8
old_model_edu3,2122694021,hours_0,1.0327841748518214,0.10330956678474107,9.679645652910981,9.996984848499688,294.96939753524265,0.03389160005083327,9
old_model_edu3,2122694021,hours_1,0.05448513976454111,0.001539441397552362,649.5862308440768,35.39279657666099,294.96939753524265,0.1199880288341854,9
old_model_edu3,2122694021,hours_2,0.06669275992387275,0.0004173693748525939,2395.9586415685503,159.7930944696596,294.96939753524265,0.5417277039750121,9
old_model_edu3,2122694021,hours_3,0.049889688465501916,0.0006996222445611295,1429.3425699936674,71.30945552746394,294.96939753524265,0.2417520465625386,9
old_model_edu3,2122694021,hours_4,0.255755228307041,0.10636063052888331,9.401975092543687,2.4046042863306236,294.96939753524265,0.008152046640849663,9
old_model_edu3,2122694021,work_work,0.31989427235356493,0.10302204314650047,9.706660521256637,3.1051051044304674,294.96939753524265,0.010526872042919206,9
old_model_edu3,2122694021,nowork_nowork,1.3011076591427875,0.10033715318549359,9.966397961826337,12.967356722197312,294.96939753524265,0.04396170189366165,9
old_model_edu3,839901363,hours_0,1.03355142724786,0.10330956678474107,9.679645652910981,10.004411579819688,291.2253087034954,0.03435282333241669,10
