model,seed,moment,squared_error_sum,empirical_variance,weight,criterion_value,total_criterion,share_of_total_criterion,run
old_model_edu1,1501552845,hours_0,0.6711483340218085,0.09383737769701109,10.656734272383432,7.152249453023249,234.23043163815777,0.030535099145751213,1
old_model_edu1,1501552845,hours_1,0.0386113837402189,0.0003774710394068248,2649.2091595967977,102.28963146929478,234.23043163815777,0.4367051315830435,1
old_model_edu1,1501552845,hours_2,0.04656703626457402,0.0006603871856662427,1514.2629510062923,70.51473775361089,234.23043163815777,0.3010485753727465,1
old_model_edu1,1501552845,hours_3,0.04717917848711883,0.001228700509100839,813.8679126494437,38.39761951582694,234.23043163815777,0.16393095998364587,1
old_model_edu1,1501552845,hours_4,0.13709186527711265,0.061082580566403206,16.371279489015148,2.2443692421220223,234.23043163815777,0.009581885779850986,1
old_model_edu1,1501552845,work_work,0.1568197226080833,0.08657059463138579,11.551266375180099,1.8114663887278228,234.23043163815777,0.007733693594204701,1
old_model_edu1,1501552845,nowork_nowork,1.138041218338365,0.09627806830509002,10.386581456874474,11.820357815552097,234.23043163815777,0.050464654540757284,1
old_model_edu1,488200390,hours_0,0.655265577966681,0.09383737769701109,10.656734272383432,6.9829911422306665,232.78127633274906,0.029998079107740754,2
old_model_edu1,488200390,hours_1,0.03931900885581703,0.0003774710394068248,2649.2091595967977,104.16427840709808,232.78127633274906,0.4474770481892217,2
old_model_edu1,488200390,hours_2,0.0466321589421401,0.0006603871856662427,1514.2629510062923,70.61335061151954,232.78127633274906,0.3033463503764853,2
old_model_edu1,488200390,hours_3,0.0436263042040734,0.001228700509100839,813.8679126494437,35.50604913917887,232.78127633274906,0.15252966088399983,2
old_model_edu1,488200390,hours_4,0.12641775963823193,0.061082580566403206,16.371279489015148,2.0696204754126333,232.78127633274906,0.008890837390436057,2
old_model_edu1,488200390,work_work,0.15966898198519533,0.08657059463138579,11.551266375180099,1.8443789427648236,232.78127633274906,0.007923227210630022,2
old_model_edu1,488200390,nowork_nowork,1.1168840934537196,0.09627806830509002,10.386581456874474,11.600607614544462,232.78127633274906,0.04983479684148642,2
old_model_edu1,1693606510,hours_0,0.6673710695429832,0.09383737769701109,10.656734272383432,7.111996149195895,234.16208910255676,0.03037210752796551,3
old_model_edu1,1693606510,hours_1,0.040870338514032746,0.0003774710394068248,2649.2091595967977,108.27407514719732,234.16208910255676,0.4623894310226117,3
old_model_edu1,1693606510,hours_2,0.042823281516692104,0.0006603871856662427,1514.2629510062923,64.8457086412394,234.16208910255676,0.27692658914073276,3
old_model_edu1,1693606510,hours_3,0.04715601236513297,0.001228700509100839,813.8679126494437,38.37876535248213,234.16208910255676,0.16389828729138664,3
old_model_edu1,1693606510,hours_4,0.1280806155715256,0.061082580566403206,16.371279489015148,2.0968435546465516,234.16208910255676,0.008954667096979093,3
old_model_edu1,1693606510,work_work,0.15848198012857975,0.08657059463138579,11.551266375180099,1.8306675681312239,234.16208910255676,0.007817950271742922,3
old_model_edu1,1693606510,nowork_nowork,1.1191394144384972,0.09627806830509002,10.386581456874474,11.624032689664253,234.16208910255676,0.049640967648581384,3
old_model_edu1,680233354,hours_0,0.6616860521219693,0.09383737769701109,10.656734272383432,7.051412429206279,224.56653902730937,0.03140010288152841,4
old_model_edu1,680233354,hours_1,0.037268080901580306,0.0003774710394068248,2649.2091595967977,98.73094128506102,224.56653902730937,0.43965116848086805,4
old_model_edu1,680233354,hours_2,0.04336485443541319,0.0006603871856662427,1514.2629510062923,65.66579244732708,224.56653902730937,0.29241129480711064,4
old_model_edu1,680233354,hours_3,0.04574600025258509,0.001228700509100839,813.8679126494437,37.23120173763235,224.56653902730937,0.16579140373671025,4
old_model_edu1,680233354,hours_4,0.13718852100283674,0.061082580566403206,16.371279489015148,2.245951620022065,224.56653902730937,0.010001274587702207,4
old_model_edu1,680233354,work_work,0.16445037852628408,0.08657059463138579,11.551266375180099,1.8996101278563047,224.56653902730937,0.008459007900661881,4
old_model_edu1,680233354,nowork_nowork,1.1304613966545252,0.09627806830509002,10.386581456874474,11.74162938020431,224.56653902730937,0.052285747605418716,4
old_model_edu1,438466540,hours_0,0.6761931923554169,0.09383737769701109,10.656734272383432,7.206011167726333,242.5599064812423,0.02970817095150715,5
old_model_edu1,438466540,hours_1,0.041089425870390814,0.0003774710394068248,2649.2091595967977,108.85448337841297,242.5599064812423,0.4487736038388971,5
old_model_edu1,438466540,hours_2,0.04915241145301217,0.0006603871856662427,1514.2629510062923,74.42967561591368,242.5599064812423,0.30685069389928005,5
old_model_edu1,438466540,hours_3,0.0446913268822839,0.001228700509100839,813.8679126494437,36.37283692321837,242.5599064812423,0.14995403589517448,5
old_model_edu1,438466540,hours_4,0.13080535690408554,0.061082580566403206,16.371279489015148,2.1414510565371616,242.5599064812423,0.008828545028742269,5
old_model_edu1,438466540,work_work,0.15926907568715934,0.08657059463138579,11.551266375180099,1.8397595185910978,242.5599064812423,0.00758476347257897,5
old_model_edu1,438466540,nowork_nowork,1.1279638897058395,0.09627806830509002,10.386581456874474,11.715688820842677,242.5599064812423,0.0483001869138199,5
old_model_edu1,1712329280,hours_0,0.6696597828500568,0.09383737769701109,10.656734272383432,7.136386358735047,243.50062470527203,0.029307466325282642,6
old_model_edu1,1712329280,hours_1,0.04188771819602418,0.0003774710394068248,2649.2091595967977,110.96932671951672,243.50062470527203,0.45572501858601644,6
old_model_edu1,1712329280,hours_2,0.0454002691113357,0.0006603871856662427,1514.2629510062923,68.74794548101102,243.50062470527203,0.2823317006443908,6
old_model_edu1,1712329280,hours_3,0.05052120267872243,0.001228700509100839,813.8679126494437,41.117585768671304,243.50062470527203,0.16886028862734603,6
old_model_edu1,1712329280,hours_4,0.1243531638101569,0.061082580566403206,16.371279489015148,2.0358204000793623,243.50062470527203,0.008360637277803604,6
old_model_edu1,1712329280,work_work,0.1579851101618536,0.08657059463138579,11.551266375180099,1.8249280907917431,243.50062470527203,0.007494551987292013,6
old_model_edu1,1712329280,nowork_nowork,1.1234333389590727,0.09627806830509002,10.386581456874474,11.66863188646688,243.50062470527203,0.04792033655186858,6
old_model_edu1,1380152455,hours_0,0.6684454543716556,0.09383737769701109,10.656734272383432,7.123445582821337,246.17563665620406,0.028936436113576772,7
old_model_edu1,1380152455,hours_1,0.04307097615329699,0.0003774710394068248,2649.2091595967977,114.10402453808963,246.17563665620406,0.46350656826955344,7
old_model_edu1,1380152455,hours_2,0.0470410528632995,0.0006603871856662427,1514.2629510062923,71.2325235272229,246.17563665620406,0.2893565118578427,7
old_model_edu1,1380152455,hours_3,0.04679799501193681,0.001228700509100839,813.8679126494437,38.087386516544086,246.17563665620406,0.15471631162971228,7
old_model_edu1,1380152455,hours_4,0.1290935552915214,0.061082580566403206,16.371279489015148,2.113426673908127,246.17563665620406,0.00858503588175798,7
old_model_edu1,1380152455,work_work,0.16538185833154306,0.08657059463138579,11.551266375180099,1.910369899209952,246.17563665620406,0.007760190753067389,7
old_model_edu1,1380152455,nowork_nowork,1.1172549858286165,0.09627806830509002,10.386581456874474,11.604459918408061,246.17563665620406,0.04713894549448953,7
old_model_edu1,1452245846,hours_0,0.6595998567233,0.09383737769701109,10.656734272383432,7.029180399202392,232.27922748957383,0.030261769316061234,8
old_model_edu1,1452245846,hours_1,0.036607517193040465,0.0003774710394068248,2649.2091595967977,96.98096985790005,232.27922748957383,0.4175189099173889,8
old_model_edu1,1452245846,hours_2,0.04843499427584454,0.0006603871856662427,1514.2629510062923,73.34331736411322,232.27922748957383,0.3157549564668039,8
old_model_edu1,1452245846,hours_3,0.048448007814594615,0.001228700509100839,813.8679126494437,39.430278992088056,232.27922748957383,0.16975378908498368,8
old_model_edu1,1452245846,hours_4,0.1277386653560303,0.061082580566403206,16.371279489015148,2.0912453920973486,232.27922748957383,0.009003152863469968,8
old_model_edu1,1452245846,work_work,0.1530304539683644,0.08657059463138579,11.551266375180099,1.7676955373033136,232.27922748957383,0.007610217910607866,8
old_model_edu1,1452245846,nowork_nowork,1.120343589003258,0.09627806830509002,10.386581456874474,11.636539946869437,232.27922748957383,0.050097204440684474,8
old_model_edu1,2122694021,hours_0,0.6649029139119607,0.09383737769701109,10.656734272383432,7.085693670493201,238.3845342011086,0.029723797704575457,9
old_model_edu1,2122694021,hours_1,0.041601008867863463,0.0003774710394068248,2649.2091595967977,110.20977374121149,238.3845342011086,0.4623193115717612,9
old_model_edu1,2122694021,hours_2,0.04480828302651106,0.0006603871856662427,1514.2629510062923,67.85152288524979,238.3845342011086,0.2846305575680012,9
