age,moment,sim_value,label,n_individuals,sim_time,benchmark_value,simulation_error,education,n_data,data_value,data_se,denominator_note,simulation_error_to_data_se
39,hours_3,0.0901622921258265,N=25000,25000,4.371412992477417,0.09114437471756606,0.0009820825917395692,udd1,31731,0.0898490435,0.0016053567721710758,Uses total age-cell frequency,0.6117534798270455
40,hours_3,0.08876593697377917,N=25000,25000,4.371412992477417,0.0912933712193371,0.00252743424555793,udd1,32214,0.0900540138,0.001594913069640975,Uses total age-cell frequency,1.5846846412305542
41,hours_3,0.0874082393998957,N=25000,25000,4.371412992477417,0.0917876431877401,0.004379403787844405,udd1,32959,0.0858035741,0.0015427140527699578,Uses total age-cell frequency,2.8387657323670212
42,hours_3,0.09014649809351796,N=25000,25000,4.371412992477417,0.09141170209561297,0.0012652040020950106,udd1,33929,0.085325238,0.0015166542007455748,Uses total age-cell frequency,0.8342072975323226
43,hours_3,0.09582931533269046,N=25000,25000,4.371412992477417,0.09139884374472328,0.00443047158796718,udd1,34810,0.0850617639,0.0014952405601530551,Uses total age-cell frequency,2.963049362113124
44,hours_3,0.09241906293987533,N=25000,25000,4.371412992477417,0.09152444478879787,0.0008946181510774559,udd1,35491,0.0792313544,0.0014337211201329695,Uses total age-cell frequency,0.6239833803902429
45,hours_3,0.09500805152979067,N=25000,25000,4.371412992477417,0.09182115945912998,0.0031868920706606824,udd1,36530,0.0787571859,0.0014093125372991154,Uses total age-cell frequency,2.2613096714290353
46,hours_3,0.09258736748760531,N=25000,25000,4.371412992477417,0.09177261803631638,0.0008147494512889264,udd1,37648,0.0762324692,0.001367667053932353,Uses total age-cell frequency,0.5957220720835066
47,hours_3,0.08917326013240756,N=25000,25000,4.371412992477417,0.09215833103430156,0.0029850709018939964,udd1,38609,0.0751897226,0.0013420271080220347,Uses total age-cell frequency,2.2243000041136165
48,hours_3,0.09303830751183205,N=25000,25000,4.371412992477417,0.0923299193688823,0.0007083881429497535,udd1,39731,0.0714555385,0.0012922738380231288,Uses total age-cell frequency,0.5481718518989896
49,hours_3,0.09290348742903487,N=25000,25000,4.371412992477417,0.09234655574718474,0.0005569316818501285,udd1,40045,0.070320889,0.0012777166780465119,Uses total age-cell frequency,0.4358804196730184
50,hours_3,0.09045471169084482,N=25000,25000,4.371412992477417,0.09212030130233542,0.0016655896114906033,udd1,40332,0.0698204899,0.0012689658976204653,Uses total age-cell frequency,1.3125566373484718
51,hours_3,0.09157941907361389,N=25000,25000,4.371412992477417,0.09096016108887926,0.0006192579847346252,udd1,40778,0.066874295,0.0012370484918612407,Uses total age-cell frequency,0.5005931366545712
52,hours_3,0.08676116171725011,N=25000,25000,4.371412992477417,0.08901595910575016,0.0022547973885000544,udd1,41035,0.0671134397,0.0012352132688172822,Uses total age-cell frequency,1.8254316444147534
53,hours_3,0.08508807865628841,N=25000,25000,4.371412992477417,0.08673075206461482,0.0016426734083264116,udd1,41296,0.0668829911,0.001229339688759101,Uses total age-cell frequency,1.3362241724942037
54,hours_3,0.08416594712388471,N=25000,25000,4.371412992477417,0.08385782662064306,0.00030812050324165174,udd1,42101,0.0644402746,0.0011966530286784312,Uses total age-cell frequency,0.2574852491552512
55,hours_3,0.08196382855727145,N=25000,25000,4.371412992477417,0.08079073143795486,0.0011730971193165962,udd1,42583,0.0643684099,0.001189243267493641,Uses total age-cell frequency,0.986423174620048
56,hours_3,0.07615687902054367,N=25000,25000,4.371412992477417,0.07807344862834396,0.0019165696078002892,udd1,42538,0.0642954535,0.0011892439982196489,Uses total age-cell frequency,1.6115865294838394
57,hours_3,0.07145538731072457,N=25000,25000,4.371412992477417,0.07427807106938203,0.0028226837586574627,udd1,41686,0.0635465144,0.0011947962755573247,Uses total age-cell frequency,2.3624812165913336
58,hours_3,0.06803405897403632,N=25000,25000,4.371412992477417,0.07065510190579109,0.0026210429317547745,udd1,40096,0.061277933,0.001197760654211734,Uses total age-cell frequency,2.1882860507550452
59,hours_3,0.06590439221973757,N=25000,25000,4.371412992477417,0.06647471246507881,0.0005703202453412465,udd1,38600,0.0641450777,0.001247074158234503,Uses total age-cell frequency,0.4573266486001565
60,hours_3,0.06194991283643012,N=25000,25000,4.371412992477417,0.06208009572566591,0.0001301828892357887,udd1,36987,0.0634276908,0.0012673178537371092,Uses total age-cell frequency,0.10272315571969655
61,hours_3,0.05769725006425083,N=25000,25000,4.371412992477417,0.05800386871267137,0.00030661864842054104,udd1,35482,0.0656389155,0.0013147222828494647,Uses total age-cell frequency,0.23321932884258323
62,hours_3,0.056895806312148724,N=25000,25000,4.371412992477417,0.05288545831177799,0.004010348000370735,udd1,34081,0.0674569408,0.0013585999782640566,Uses total age-cell frequency,2.9518239839035876
63,hours_3,0.04684771219001048,N=25000,25000,4.371412992477417,0.048515555769232874,0.0016678435792223945,udd1,32751,0.0684864584,0.0013956761529034037,Uses total age-cell frequency,1.1950075780493956
64,hours_3,0.04803069730516473,N=25000,25000,4.371412992477417,0.04461840221943419,0.0034122950857305434,udd1,31813,0.0596925785,0.0013282896504643858,Uses total age-cell frequency,2.5689389995153276
65,hours_3,0.04277621660198938,N=25000,25000,4.371412992477417,0.04162969453006086,0.0011465220719285227,udd1,31074,0.0552873785,0.0012964753893933939,Uses total age-cell frequency,0.8843377061441693
66,hours_3,0.03308657578766814,N=25000,25000,4.371412992477417,0.03283432376712786,0.00025225202054027923,udd1,30479,0.0468191214,0.0012100377895715012,Uses total age-cell frequency,0.20846623362862637
67,hours_3,0.027660550458715596,N=25000,25000,4.371412992477417,0.026696996329421498,0.0009635541292940981,udd1,30295,0.039973593,0.0011254927565131358,Uses total age-cell frequency,0.8561175749182641
68,hours_3,0.023560697956517683,N=25000,25000,4.371412992477417,0.022553573492313458,0.0010071244642042253,udd1,29842,0.0289859929,0.000971164670636326,Uses total age-cell frequency,1.0370274935396258
69,hours_3,0.01826049740834086,N=25000,25000,4.371412992477417,0.018666308537227436,0.000405811128886574,udd1,29091,0.022721804,0.0008736775659181141,Uses total age-cell frequency,0.464486149944943
70,hours_3,0.017130101421846945,N=25000,25000,4.371412992477417,0.016047941360819842,0.0010821600610271022,udd1,28733,0.0184108864,0.0007930703788629058,Uses total age-cell frequency,1.36451958094651
71,hours_3,0.0122398414271556,N=25000,25000,4.371412992477417,0.01299689452539277,0.000757053098237169,udd1,28201,0.0150349278,0.0007246508972931206,Uses total age-cell frequency,1.0447142217929826
72,hours_3,0.01056534769136994,N=25000,25000,4.371412992477417,0.010810652931435596,0.00024530524006565607,udd1,27755,0.011385336,0.0006368187385093998,Uses total age-cell frequency,0.38520418014055535
73,hours_3,0.00823688874986967,N=25000,25000,4.371412992477417,0.008727815281241197,0.0004909265313715275,udd1,27615,0.00854608,0.0005539202220604675,Uses total age-cell frequency,0.8862766005281111
74,hours_3,0.007263922518159807,N=25000,25000,4.371412992477417,0.007044751572741125,0.000219170945418682,udd1,27541,0.0076249955,0.0005241647987015627,Uses total age-cell frequency,0.4181336594170428
75,hours_3,0.005398486197684773,N=25000,25000,4.371412992477417,0.005250958602003447,0.00014752759568132604,udd1,27329,0.0064034542,0.0004825033355883769,Uses total age-cell frequency,0.30575456126417677
76,hours_3,0.004208220441574912,N=25000,25000,4.371412992477417,0.004442657582491059,0.00023443714091614647,udd1,25186,0.0048042563,0.00043570018026375354,Uses total age-cell frequency,0.5380698735865306
77,hours_3,0.003115638106650689,N=25000,25000,4.371412992477417,0.003469304458476387,0.0003536663518256978,udd1,22442,0.0043222529,0.00043790883630197123,Uses total age-cell frequency,0.8076255204446665
78,hours_3,0.003066908681229267,N=25000,25000,4.371412992477417,0.00269070826537228,0.000376200415856987,udd1,19392,0.0028877888,0.00038533941174575495,Uses total age-cell frequency,0.9762832567596335
79,hours_3,0.0019110378912685338,N=25000,25000,4.371412992477417,0.002231910710365013,0.00032087281909647927,udd1,16359,0.00311755,0.0004358633101230322,Uses total age-cell frequency,0.7361776310236017
80,hours_3,0.0018781302170283807,N=25000,25000,4.371412992477417,0.0018614307022670378,1.6699514761342937e-05,udd1,13610,0.0031594416,0.0004810485981348847,Uses total age-cell frequency,0.03471481847383004
81,hours_3,0.002223869532987398,N=25000,25000,4.371412992477417,0.0016392287465833949,0.0005846407864040031,udd1,11239,0.0020464454,0.0004262765184553196,Uses total age-cell frequency,1.3715059617230183
82,hours_3,0.0017456161231452828,N=25000,25000,4.371412992477417,0.0015437457462661394,0.0002018703768791434,udd1,7491,0.0017354158,0.00048089992231491055,Uses total age-cell frequency,0.4197762725920164
83,hours_3,0.0020526855969893944,N=25000,25000,4.371412992477417,0.0016700845306549254,0.00038260106633446894,udd1,4499,0.0017781729,0.0006281198639504679,Uses total age-cell frequency,0.609121106166195
84,hours_3,0.1937070725821422,N=25000,25000,4.371412992477417,0.20001952248921034,0.006312449907068141,udd1,1982,0.0005045409,0.0005044135870906817,Uses total age-cell frequency,12.514432736589448
30,hours_4,0.41892,N=25000,25000,4.371412992477417,0.418378,0.0005419999999999869,udd1,2840,0.4059859155,0.00921498610874567,Uses total age-cell frequency,0.05881723462237136
31,hours_4,0.445,N=25000,25000,4.371412992477417,0.444428,0.0005720000000000169,udd1,5097,0.4190700412,0.006911111146729345,Uses total age-cell frequency,0.0827652728853469
32,hours_4,0.4609384375375015,N=25000,25000,4.371412992477417,0.46123413923868345,0.0002957017011819274,udd1,7282,0.4290030211,0.0057999165270096065,Uses total age-cell frequency,0.05098378568120341
33,hours_4,0.4701176094087527,N=25000,25000,4.371412992477417,0.47222074980122314,0.0021031403924704484,udd1,9171,0.4334314688,0.005174615648613852,Uses total age-cell frequency,0.40643412676143903
34,hours_4,0.47993759251110135,N=25000,25000,4.371412992477417,0.48042392081743296,0.00048632830633160706,udd1,11180,0.4432915921,0.004698267450558872,Uses total age-cell frequency,0.10351226520187924
35,hours_4,0.4892169807546113,N=25000,25000,4.371412992477417,0.4880832322844257,0.0011337484701856027,udd1,13112,0.442419158,0.0043374692990578384,Uses total age-cell frequency,0.261384782696184
36,hours_4,0.4958770314626531,N=25000,25000,4.371412992477417,0.49642374270562606,0.0005467112429729526,udd1,17702,0.4876285166,0.003756867296173463,Uses total age-cell frequency,0.1455231712682006
37,hours_4,0.5078278278278279,N=25000,25000,4.371412992477417,0.5034252917980204,0.004402536029807447,udd1,22115,0.5167533348,0.0033603352287813176,Uses total age-cell frequency,1.3101478662306263
38,hours_4,0.5085913405695518,N=25000,25000,4.371412992477417,0.5095068267879694,0.0009154862184176382,udd1,26699,0.5410314993,0.003049686645988458,Uses total age-cell frequency,0.3001902571275197
39,hours_4,0.5153275896613905,N=25000,25000,4.371412992477417,0.5142677358492457,0.0010598538121447953,udd1,31731,0.5606819829,0.0027861591994010637,Uses total age-cell frequency,0.38039958821184033
40,hours_4,0.520287065993104,N=25000,25000,4.371412992477417,0.5209459202027716,0.0006588542096676031,udd1,32214,0.5623641895,0.002764031114803372,Uses total age-cell frequency,0.23836714649808594
41,hours_4,0.5313089173252036,N=25000,25000,4.371412992477417,0.5265425948723814,0.004766322452822158,udd1,32959,0.5695257744,0.002727364950947533,Uses total age-cell frequency,1.7475924705882346
42,hours_4,0.5309652819586594,N=25000,25000,4.371412992477417,0.531910150719457,0.0009448687607975792,udd1,33929,0.5774706004,0.0026816856978213095,Uses total age-cell frequency,0.35234135065314404
43,hours_4,0.5285278045644487,N=25000,25000,4.371412992477417,0.5374576857204886,0.008929881156039876,udd1,34810,0.5814421143,0.00264410681206735,Uses total age-cell frequency,3.3772770128971694
44,hours_4,0.5332394932636235,N=25000,25000,4.371412992477417,0.5425538658759059,0.009314372612282407,udd1,35491,0.5851060832,0.00261533136470357,Uses total age-cell frequency,3.5614502766222618
45,hours_4,0.5436795491143317,N=25000,25000,4.371412992477417,0.5470007022323331,0.0033211531180014076,udd1,36530,0.5940323022,0.0025693657707320863,Uses total age-cell frequency,1.292596467125471
46,hours_4,0.5492361642952155,N=25000,25000,4.371412992477417,0.5509605741854642,0.0017244098902486904,udd1,37648,0.597641309,0.0025272956073500163,Uses total age-cell frequency,0.6823142829962864
47,hours_4,0.5549814306475053,N=25000,25000,4.371412992477417,0.5556107996891507,0.0006293690416454556,udd1,38609,0.6019062913,0.0024912242449413777,Uses total age-cell frequency,0.25263443984355793
48,hours_4,0.5578657821285546,N=25000,25000,4.371412992477417,0.5600207753708586,0.0021549932423039486,udd1,39731,0.6046663814,0.0024528728566577266,Uses total age-cell frequency,0.8785588851271862
49,hours_4,0.5672343876723439,N=25000,25000,4.371412992477417,0.5628385918636502,0.004395795808693759,udd1,40045,0.5996503933,0.0024484690323141535,Uses total age-cell frequency,1.7953242416707647
50,hours_4,0.5732455605672722,N=25000,25000,4.371412992477417,0.5649154417446902,0.008330118822581944,udd1,40332,0.596523852,0.0024428565249446994,Uses total age-cell frequency,3.4099910238365387
51,hours_4,0.5666272864301136,N=25000,25000,4.371412992477417,0.5649193281166365,0.0017079583134771426,udd1,40778,0.5959831282,0.0024299860072059254,Uses total age-cell frequency,0.7028675508469314
52,hours_4,0.5654589273313999,N=25000,25000,4.371412992477417,0.564203011032408,0.0012559162989919104,udd1,41035,0.5937126843,0.00242453008113409,Uses total age-cell frequency,0.5180040077722802
53,hours_4,0.5567800081933634,N=25000,25000,4.371412992477417,0.5612048383141621,0.004424830120798751,udd1,41296,0.5899118559,0.0024203500164373796,Uses total age-cell frequency,1.8281777803822994
54,hours_4,0.5561037786275236,N=25000,25000,4.371412992477417,0.5560634581956881,4.0320431835438875e-05,udd1,42101,0.5911261015,0.0023960096120189487,Uses total age-cell frequency,0.01682815946696628
55,hours_4,0.5467420926583533,N=25000,25000,4.371412992477417,0.5508461781865336,0.004104085528180312,udd1,42583,0.5930300824,0.002380682003539841,Uses total age-cell frequency,1.7239116866838742
56,hours_4,0.5418136542851214,N=25000,25000,4.371412992477417,0.5416233825594827,0.0001902717256386799,udd1,42538,0.5879213879,0.0023864983224430717,Uses total age-cell frequency,0.07972841373879436
57,hours_4,0.536853960705794,N=25000,25000,4.371412992477417,0.5322602201914564,0.004593740514337696,udd1,41686,0.5844887972,0.0024137059022581874,Uses total age-cell frequency,1.9031898252558181
58,hours_4,0.5186024076171302,N=25000,25000,4.371412992477417,0.5179147723752183,0.0006876352419118437,udd1,40096,0.5800079808,0.0024648300440511376,Uses total age-cell frequency,0.2789787651166659
59,hours_4,0.5033964811611324,N=25000,25000,4.371412992477417,0.5022540877471701,0.0011423934139623837,udd1,38600,0.5647927461,0.002523474761481624,Uses total age-cell frequency,0.4527064947903989
60,hours_4,0.4791870402653174,N=25000,25000,4.371412992477417,0.48335925548596853,0.004172215220651143,udd1,36987,0.5478681699,0.002587891250822338,Uses total age-cell frequency,1.6122065482177292
61,hours_4,0.45892229932322454,N=25000,25000,4.371412992477417,0.4636254107690971,0.004703111445872543,udd1,35482,0.5160926667,0.002653022297651055,Uses total age-cell frequency,1.7727372476426624
62,hours_4,0.43748378728923476,N=25000,25000,4.371412992477417,0.44165337269935,0.004169585410115251,udd1,34081,0.4794166838,0.002706110521891471,Uses total age-cell frequency,1.5408038128468107
63,hours_4,0.41617184771219,N=25000,25000,4.371412992477417,0.4187377279715382,0.0025658802593481744,udd1,32751,0.4251167903,0.002731691547452209,Uses total age-cell frequency,0.9393008744861098
64,hours_4,0.3864508446169453,N=25000,25000,4.371412992477417,0.39078652082486615,0.004335676207920858,udd1,31813,0.3605758652,0.0026920959002591,Uses total age-cell frequency,1.610520712692134
65,hours_4,0.34573352959543246,N=25000,25000,4.371412992477417,0.3472952041644223,0.0015616745689898126,udd1,31074,0.2824226041,0.0025537919916284466,Uses total age-cell frequency,0.6115120472258971
66,hours_4,0.23666155096145167,N=25000,25000,4.371412992477417,0.23821583795906862,0.0015542869976169493,udd1,30479,0.2089635487,0.0023288051817227096,Uses total age-cell frequency,0.6674182150639074
67,hours_4,0.18408256880733945,N=25000,25000,4.371412992477417,0.18465020363381526,0.0005676348264758158,udd1,30295,0.1331572867,0.0019519430457098721,Uses total age-cell frequency,0.2908050148919081
68,hours_4,0.1557805355976486,N=25000,25000,4.371412992477417,0.1574057320163852,0.0016251964187365964,udd1,29842,0.0862877823,0.0016254192792777352,Uses total age-cell frequency,0.9998628904283466
69,hours_4,0.1356697893385325,N=25000,25000,4.371412992477417,0.1373874061247265,0.001717616786194004,udd1,29091,0.0607748101,0.0014007716578385027,Uses total age-cell frequency,1.2261932746729165
70,hours_4,0.11850342116756442,N=25000,25000,4.371412992477417,0.11852951053596997,2.6089368405549096e-05,udd1,28733,0.0449309157,0.0012220797334726802,Uses total age-cell frequency,0.021348335702624864
71,hours_4,0.10118929633300297,N=25000,25000,4.371412992477417,0.10196019143404522,0.0007708951010422516,udd1,28201,0.0328002553,0.0010606313122945468,Uses total age-cell frequency,0.7268266475883253
72,hours_4,0.08823081221110378,N=25000,25000,4.371412992477417,0.0874414576412382,0.0007893545698655774,udd1,27755,0.0247162673,0.0009319364882404979,Uses total age-cell frequency,0.8470046830722165
73,hours_4,0.07580022938171202,N=25000,25000,4.371412992477417,0.07443162254937763,0.0013686068323343903,udd1,27615,0.020822017,0.0008592503039551779,Uses total age-cell frequency,1.5927917930719553
74,hours_4,0.06279257465698143,N=25000,25000,4.371412992477417,0.06358953136211071,0.0007969567051292759,udd1,27541,0.017283323,0.000785304224416068,Uses total age-cell frequency,1.0148381739852124
75,hours_4,0.05554318788958148,N=25000,25000,4.371412992477417,0.053799758075379935,0.0017434298142015442,udd1,27329,0.0127337261,0.0006782394270407979,Uses total age-cell frequency,2.5705226571805775
76,hours_4,0.045713956303683634,N=25000,25000,4.371412992477417,0.045524631315620345,0.00018932498806328857,udd1,25186,0.0106011276,0.0006453304190122713,Uses total age-cell frequency,0.2933768229197459
77,hours_4,0.03762732174955063,N=25000,25000,4.371412992477417,0.03868604595327843,0.0010587242037278025,udd1,22442,0.009535692,0.0006487311375715493,Uses total age-cell frequency,1.6319922729329985
78,hours_4,0.033735995493521936,N=25000,25000,4.371412992477417,0.03331517550042621,0.00042081999309572654,udd1,19392,0.0084570957,0.0006575898130504886,Uses total age-cell frequency,0.6399429929481233
79,hours_4,0.030115321252059308,N=25000,25000,4.371412992477417,0.029878218895633413,0.0002371023564258952,udd1,16359,0.007090898,0.0006560349681438074,Uses total age-cell frequency,0.36141725356005827
80,hours_4,0.024972175848636615,N=25000,25000,4.371412992477417,0.027199218443341503,0.002227042594704888,udd1,13610,0.006098457,0.0006673483680921346,Uses total age-cell frequency,3.337151480675264
81,hours_4,0.029132690882134916,N=25000,25000,4.371412992477417,0.027134427883206805,0.001998262998928111,udd1,11239,0.0057834327,0.000715269168667739,Uses total age-cell frequency,2.793721701510045
82,hours_4,0.029913512655716894,N=25000,25000,4.371412992477417,0.030859040933073265,0.0009455282773563715,udd1,7491,0.0042717928,0.0007535387600949321,Uses total age-cell frequency,1.254783864385758
83,hours_4,0.027540198426274375,N=25000,25000,4.371412992477417,0.030790713389116865,0.0032505149628424893,udd1,4499,0.0040008891,0.0009411302557820629,Uses total age-cell frequency,3.453841742811007
84,hours_4,0.20484499721551885,N=25000,25000,4.371412992477417,0.19992888236073378,0.004916114854785075,udd1,1982,0.0065590313,0.0018131722328885006,Uses total age-cell frequency,2.711333631528973
30,work_work,0.55884,N=25000,25000,4.371412992477417,0.561155,0.002314999999999956,udd1,2840,,,Approximate: uses total age-cell frequency,
31,work_work,0.5492,N=25000,25000,4.371412992477417,0.545674,0.003526000000000029,udd1,5097,0.6723826715,0.0065740707206424585,Approximate: uses total age-cell frequency,0.5363495693662764
32,work_work,0.5645825833033321,N=25000,25000,4.371412992477417,0.5618879706225899,0.0026946126807422255,udd1,7282,0.6603319702,0.0055498744802939615,Approximate: uses total age-cell frequency,0.48552677908483066
33,work_work,0.5758460676854148,N=25000,25000,4.371412992477417,0.576458821940962,0.0006127542555471877,udd1,9171,0.6692446931,0.0049128955598924055,Approximate: uses total age-cell frequency,0.12472364781159875
34,work_work,0.5868704244509341,N=25000,25000,4.371412992477417,0.5881586252081843,0.001288200757250224,udd1,11180,0.6661116803,0.00446018873057357,Approximate: uses total age-cell frequency,0.2888220286329822
35,work_work,0.5996479014123954,N=25000,25000,4.371412992477417,0.5977232980762689,0.0019246033361265402,udd1,13112,0.6699896158,0.004106420018226304,Approximate: uses total age-cell frequency,0.4686815590183683
36,work_work,0.6079177007445361,N=25000,25000,4.371412992477417,0.6065066166013997,0.0014110841431363985,udd1,17702,0.6784866234,0.0035104193512207438,Approximate: uses total age-cell frequency,0.4019702496927314
37,work_work,0.6161361361361362,N=25000,25000,4.371412992477417,0.6150939089572156,0.0010422271789205517,udd1,22115,0.7102259215,0.0030505950015394375,Approximate: uses total age-cell frequency,0.34164717977791453
38,work_work,0.6276685224496336,N=25000,25000,4.371412992477417,0.6223168314650178,0.005351690984615742,udd1,26699,0.7299515991,0.0027171920762399143,Approximate: uses total age-cell frequency,1.9695666829786584
39,work_work,0.6295331596874374,N=25000,25000,4.371412992477417,0.6286681342376563,0.000865025449781065,udd1,31731,0.7458161438,0.0024442633303284507,Approximate: uses total age-cell frequency,0.3539002688653952
40,work_work,0.63767941624569,N=25000,25000,4.371412992477417,0.6353869846738147,0.0022924315718753085,udd1,32214,0.7468616044,0.002422572321862663,Approximate: uses total age-cell frequency,0.946279931949651
41,work_work,0.6423843716153878,N=25000,25000,4.371412992477417,0.6430753671435494,0.0006909955281616531,udd1,32959,0.746649244,0.0023956998403133114,Approximate: uses total age-cell frequency,0.2884315958677378
42,work_work,0.6490066225165563,N=25000,25000,4.371412992477417,0.6498107220676982,0.0008040995511419124,udd1,33929,0.7506724827,0.002348685272502447,Approximate: uses total age-cell frequency,0.3423615588499735
43,work_work,0.6575056252009001,N=25000,25000,4.371412992477417,0.6554893983130573,0.0020162268878427536,udd1,34810,0.7516776153,0.00231564367494827,Approximate: uses total age-cell frequency,0.8706982467359944
44,work_work,0.6541725316710235,N=25000,25000,4.371412992477417,0.6609969098752178,0.006824378204194237,udd1,35491,0.7511925337,0.0022948178405947112,Approximate: uses total age-cell frequency,2.9738213131660474
45,work_work,0.6575684380032206,N=25000,25000,4.371412992477417,0.6666058804149719,0.009037442411751306,udd1,36530,0.7543883338,0.0022521491127892946,Approximate: uses total age-cell frequency,4.01280819304118
46,work_work,0.6654036841468822,N=25000,25000,4.371412992477417,0.6713930293045245,0.005989345157642267,udd1,37648,0.7576997349,0.0022082821266600438,Approximate: uses total age-cell frequency,2.7122191885422544
47,work_work,0.6684159534958825,N=25000,25000,4.371412992477417,0.6768996318517463,0.008483678355863833,udd1,38609,0.7577128754,0.0021805860269879717,Approximate: uses total age-cell frequency,3.8905497196009637
48,work_work,0.6752963067837061,N=25000,25000,4.371412992477417,0.6812114511576296,0.005915144373923487,udd1,39731,0.7561473508,0.0021542802923518794,Approximate: uses total age-cell frequency,2.7457635828185487
49,work_work,0.6851581508515815,N=25000,25000,4.371412992477417,0.6854377599675358,0.0002796091159542602,udd1,40045,0.7491597922,0.00216626537038045,Approximate: uses total age-cell frequency,0.12907426752852255
50,work_work,0.6959648908935755,N=25000,25000,4.371412992477417,0.6886657772933223,0.007299113600253149,udd1,40332,0.7449686671,0.0021704055664326836,Approximate: uses total age-cell frequency,3.363018282454048
51,work_work,0.6927119403593107,N=25000,25000,4.371412992477417,0.6879800168225728,0.004731923536737903,udd1,40778,0.73708627,0.0021799816266490682,Approximate: uses total age-cell frequency,2.1706254212846376
52,work_work,0.6864915648870553,N=25000,25000,4.371412992477417,0.6844704720242715,0.0020210928627838465,udd1,41035,0.7332190971,0.0021833181952265746,Approximate: uses total age-cell frequency,0.9256978058455226
53,work_work,0.674068004916018,N=25000,25000,4.371412992477417,0.6783787194617072,0.004310714545689209,udd1,41296,0.7302130898,0.002184143912406664,Approximate: uses total age-cell frequency,1.9736403454016545
54,work_work,0.6624727601661116,N=25000,25000,4.371412992477417,0.6687886676497483,0.006315907483636751,udd1,42101,0.7277731347,0.002169288406902525,Approximate: uses total age-cell frequency,2.9115111958096365
55,work_work,0.6524073003551077,N=25000,25000,4.371412992477417,0.6569064395576669,0.004499139202559177,udd1,42583,0.7300996078,0.002151169779622585,Approximate: uses total age-cell frequency,2.091484942368675
56,work_work,0.639551774227018,N=25000,25000,4.371412992477417,0.6428209326097616,0.0032691583827435533,udd1,42538,0.7255845362,0.002163514280890745,Approximate: uses total age-cell frequency,1.5110408152229071
57,work_work,0.6221999749718433,N=25000,25000,4.371412992477417,0.6255387841021101,0.00333880913026674,udd1,41686,0.7195160232,0.0022002860789693173,Approximate: uses total age-cell frequency,1.5174431916738493
58,work_work,0.604001510003775,N=25000,25000,4.371412992477417,0.6050842099846356,0.0010826999808606352,udd1,40096,0.7155067517,0.0022531615190435656,Approximate: uses total age-cell frequency,0.48052479669554526
59,work_work,0.5787941437070165,N=25000,25000,4.371412992477417,0.5803898065554051,0.0015956628483885238,udd1,38600,0.7042536736,0.002322900393663822,Approximate: uses total age-cell frequency,0.6869269352835856
60,work_work,0.5494281219439602,N=25000,25000,4.371412992477417,0.5532756126304225,0.003847490686462285,udd1,36987,0.692141219,0.002400206324669604,Approximate: uses total age-cell frequency,1.6029833131082614
61,work_work,0.5177332305319969,N=25000,25000,4.371412992477417,0.523296495092228,0.0055632645602310404,udd1,35482,0.6680743243,0.002499935298813833,Approximate: uses total age-cell frequency,2.2253634175535235
62,work_work,0.48728923476005187,N=25000,25000,4.371412992477417,0.4902313691451528,0.0029421343851009363,udd1,34081,0.6330191334,0.0026108021689551656,Approximate: uses total age-cell frequency,1.1269082047217576
63,work_work,0.45446210268948656,N=25000,25000,4.371412992477417,0.45643914767518473,0.001977044985698173,udd1,32751,0.5905721693,0.002717145444577835,Approximate: uses total age-cell frequency,0.7276183870257811
64,work_work,0.4210735235742954,N=25000,25000,4.371412992477417,0.41944832217137,0.0016252014029253803,udd1,31813,0.5234845597,0.0028001939585507196,Approximate: uses total age-cell frequency,0.5803888684077179
65,work_work,0.3700878718943753,N=25000,25000,4.371412992477417,0.3722812907205711,0.002193418826195781,udd1,31074,0.451007183,0.002822776412639654,Approximate: uses total age-cell frequency,0.7770430617084036
66,work_work,0.3033312268664801,N=25000,25000,4.371412992477417,0.30435885214591474,0.0010276252794346186,udd1,30479,0.3638179712,0.002755703039724757,Approximate: uses total age-cell frequency,0.3729085698353256
67,work_work,0.2303211009174312,N=25000,25000,4.371412992477417,0.23377047108629592,0.003449370168864735,udd1,30295,0.2869565217,0.0025988461920787285,Approximate: uses total age-cell frequency,1.3272698397382652
68,work_work,0.18097415321451898,N=25000,25000,4.371412992477417,0.18382096291618172,0.0028468097016627336,udd1,29842,0.2166905885,0.002384914059505271,Approximate: uses total age-cell frequency,1.1936739147125823
69,work_work,0.1486994150934424,N=25000,25000,4.371412992477417,0.1505391551552218,0.0018397400617793935,udd1,29091,0.1757674887,0.0022315921199712293,Approximate: uses total age-cell frequency,0.8244069538133664
70,work_work,0.12301645072062892,N=25000,25000,4.371412992477417,0.12422757840602007,0.001211127685391153,udd1,28733,0.1487553905,0.0020992929975565833,Approximate: uses total age-cell frequency,0.5769217002108867
71,work_work,0.10099108027750248,N=25000,25000,4.371412992477417,0.10116833258567318,0.00017725230817070003,udd1,28201,0.1242171641,0.0019640691104851186,Approximate: uses total age-cell frequency,0.09024749038842085
72,work_work,0.08157667496317367,N=25000,25000,4.371412992477417,0.0812024422703768,0.00037423269279686366,udd1,27755,0.1086475482,0.001867944984217995,Approximate: uses total age-cell frequency,0.20034460113049538
73,work_work,0.06339276404962986,N=25000,25000,4.371412992477417,0.06500735577976482,0.001614591730134965,udd1,27615,0.0970778497,0.0017816102549106615,Approximate: uses total age-cell frequency,0.9062541741015789
