education,age,n_data,moment,data_value,data_se,denominator_note
udd3,82,1484,hours_0,0.9218328841,0.006968209380870933,Uses total age-cell frequency
udd3,83,933,hours_0,0.9410503751,0.007710918931322863,Uses total age-cell frequency
udd3,84,449,hours_0,0.9465478842,0.010615258496821945,Uses total age-cell frequency
udd1,30,2840,hours_1,0.1183098592,0.006060511657851703,Uses total age-cell frequency
udd1,31,5097,hours_1,0.1071218364,0.004331893678080904,Uses total age-cell frequency
udd1,32,7282,hours_1,0.1038176325,0.0035744433669348003,Uses total age-cell frequency
udd1,33,9171,hours_1,0.1065314579,0.0032215896517352335,Uses total age-cell frequency
udd1,34,11180,hours_1,0.0989266547,0.002823682298947707,Uses total age-cell frequency
udd1,35,13112,hours_1,0.0928920073,0.0025350364040468225,Uses total age-cell frequency
udd1,36,17702,hours_1,0.0856400407,0.0021032256234948215,Uses total age-cell frequency
udd1,37,22115,hours_1,0.0814379381,0.0018391797011797866,Uses total age-cell frequency
udd1,38,26699,hours_1,0.0749840818,0.0016118018295973031,Uses total age-cell frequency
udd1,39,31731,hours_1,0.0734612839,0.0014646004502355855,Uses total age-cell frequency
udd1,40,32214,hours_1,0.0723288011,0.001443212702723746,Uses total age-cell frequency
udd1,41,32959,hours_1,0.068630723,0.0013926219231663126,Uses total age-cell frequency
udd1,42,33929,hours_1,0.0686138701,0.0013724145421682345,Uses total age-cell frequency
udd1,43,34810,hours_1,0.0652398736,0.0013235935225971284,Uses total age-cell frequency
udd1,44,35491,hours_1,0.0657631512,0.001315711546537924,Uses total age-cell frequency
udd1,45,36530,hours_1,0.062168081,0.001263343353061447,Uses total age-cell frequency
udd1,46,37648,hours_1,0.0624734382,0.0012472931563161074,Uses total age-cell frequency
udd1,47,38609,hours_1,0.0610738429,0.0012187063281124406,Uses total age-cell frequency
udd1,48,39731,hours_1,0.0571845662,0.001164898293518894,Uses total age-cell frequency
udd1,49,40045,hours_1,0.0590585591,0.0011780089024832003,Uses total age-cell frequency
udd1,50,40332,hours_1,0.0581176237,0.001165003903383576,Uses total age-cell frequency
udd1,51,40778,hours_1,0.0571386532,0.0011494126035636256,Uses total age-cell frequency
udd1,52,41035,hours_1,0.057779944,0.0011518276815362333,Uses total age-cell frequency
udd1,53,41296,hours_1,0.0593762108,0.0011629478093617745,Uses total age-cell frequency
udd1,54,42101,hours_1,0.0570057718,0.001129972115609378,Uses total age-cell frequency
udd1,55,42583,hours_1,0.0551393749,0.001106105794570444,Uses total age-cell frequency
udd1,56,42538,hours_1,0.0563496168,0.0011180533065796494,Uses total age-cell frequency
udd1,57,41686,hours_1,0.0563258648,0.0011291973440931066,Uses total age-cell frequency
udd1,58,40096,hours_1,0.0542946927,0.0011316342366709572,Uses total age-cell frequency
udd1,59,38600,hours_1,0.0550518135,0.0011609036069908578,Uses total age-cell frequency
udd1,60,36987,hours_1,0.0578581664,0.001213992275733719,Uses total age-cell frequency
udd1,61,35482,hours_1,0.0615523364,0.0012759194392775028,Uses total age-cell frequency
udd1,62,34081,hours_1,0.0618233033,0.001304554595963407,Uses total age-cell frequency
udd1,63,32751,hours_1,0.0672651217,0.0013840819088407554,Uses total age-cell frequency
udd1,64,31813,hours_1,0.0708515387,0.001438516628452891,Uses total age-cell frequency
udd1,65,31074,hours_1,0.0767200875,0.0015098112513191968,Uses total age-cell frequency
udd1,66,30479,hours_1,0.0778568851,0.0015347841985944811,Uses total age-cell frequency
udd1,67,30295,hours_1,0.0827859383,0.0015831722227347964,Uses total age-cell frequency
udd1,68,29842,hours_1,0.0816634274,0.0015852610123329443,Uses total age-cell frequency
udd1,69,29091,hours_1,0.07679351,0.0015611058760430082,Uses total age-cell frequency
udd1,70,28733,hours_1,0.0722862214,0.0015277218102385834,Uses total age-cell frequency
udd1,71,28201,hours_1,0.0690046452,0.0015093177043471182,Uses total age-cell frequency
udd1,72,27755,hours_1,0.0658259773,0.001488476338116762,Uses total age-cell frequency
udd1,73,27615,hours_1,0.059967409,0.0014287510877519466,Uses total age-cell frequency
udd1,74,27541,hours_1,0.0567880614,0.0013945796178282007,Uses total age-cell frequency
udd1,75,27329,hours_1,0.0530206008,0.0013554413103115037,Uses total age-cell frequency
udd1,76,25186,hours_1,0.0495116334,0.0013669336362937621,Uses total age-cell frequency
udd1,77,22442,hours_1,0.0462971215,0.0014026611314735453,Uses total age-cell frequency
udd1,78,19392,hours_1,0.0436262376,0.001466818589881631,Uses total age-cell frequency
udd1,79,16359,hours_1,0.03973348,0.0015271996622671755,Uses total age-cell frequency
udd1,80,13610,hours_1,0.0368846436,0.0016155964375791274,Uses total age-cell frequency
udd1,81,11239,hours_1,0.0344336685,0.0017199620651680767,Uses total age-cell frequency
udd1,82,7491,hours_1,0.0288346015,0.0019334532639831167,Uses total age-cell frequency
udd1,83,4499,hours_1,0.0295621249,0.0025251878805889133,Uses total age-cell frequency
udd1,84,1982,hours_1,0.0277497477,0.003689493305175329,Uses total age-cell frequency
udd2,30,1113,hours_1,0.1545372866,0.01083468497962195,Uses total age-cell frequency
udd2,31,2004,hours_1,0.1317365269,0.00755492246705394,Uses total age-cell frequency
udd2,32,2718,hours_1,0.1026490066,0.005821485541403383,Uses total age-cell frequency
udd2,33,3314,hours_1,0.0911285456,0.004999219425395878,Uses total age-cell frequency
udd2,34,3924,hours_1,0.0751783894,0.004209310803828437,Uses total age-cell frequency
udd2,35,4527,hours_1,0.0799646565,0.004031308612578717,Uses total age-cell frequency
udd2,36,7085,hours_1,0.0640790402,0.0029094282968313923,Uses total age-cell frequency
udd2,37,9565,hours_1,0.0552012546,0.0023350793378199915,Uses total age-cell frequency
udd2,38,12100,hours_1,0.047107438,0.0019260786885454872,Uses total age-cell frequency
udd2,39,14860,hours_1,0.0436069987,0.0016752780120093758,Uses total age-cell frequency
udd2,40,14575,hours_1,0.0422641509,0.0016664974917874704,Uses total age-cell frequency
udd2,41,14728,hours_1,0.0401955459,0.0016184841787262362,Uses total age-cell frequency
udd2,42,15004,hours_1,0.0396560917,0.0015931799061881923,Uses total age-cell frequency
udd2,43,15152,hours_1,0.0384107709,0.0015612998786816424,Uses total age-cell frequency
udd2,44,15237,hours_1,0.0398372383,0.0015844090240253854,Uses total age-cell frequency
udd2,45,15257,hours_1,0.0391295799,0.0015698220738157066,Uses total age-cell frequency
udd2,46,15375,hours_1,0.0353821138,0.001489916674115613,Uses total age-cell frequency
udd2,47,15578,hours_1,0.0360123251,0.0014928132182094652,Uses total age-cell frequency
udd2,48,15708,hours_1,0.0339317545,0.0014445966897942432,Uses total age-cell frequency
udd2,49,15636,hours_1,0.0375415707,0.0015201427721337761,Uses total age-cell frequency
udd2,50,15191,hours_1,0.0366664472,0.0015248586128122972,Uses total age-cell frequency
udd2,51,14835,hours_1,0.0387596899,0.001584755833185678,Uses total age-cell frequency
udd2,52,14402,hours_1,0.0370781836,0.0015745024298947678,Uses total age-cell frequency
udd2,53,14078,hours_1,0.0390680494,0.0016330019394618185,Uses total age-cell frequency
udd2,54,13964,hours_1,0.0421798911,0.0017009430861511558,Uses total age-cell frequency
udd2,55,13816,hours_1,0.0408946149,0.0016849036219101648,Uses total age-cell frequency
udd2,56,13539,hours_1,0.039220031,0.0016682942086933168,Uses total age-cell frequency
udd2,57,13004,hours_1,0.0385266072,0.0016877594070791055,Uses total age-cell frequency
udd2,58,12185,hours_1,0.0397209684,0.001769277156146514,Uses total age-cell frequency
udd2,59,11532,hours_1,0.0407561568,0.0018412332353128116,Uses total age-cell frequency
udd2,60,11168,hours_1,0.041726361,0.0018921794590087658,Uses total age-cell frequency
udd2,61,10557,hours_1,0.0483091787,0.002086856116872309,Uses total age-cell frequency
udd2,62,10144,hours_1,0.0522476341,0.002209409072449815,Uses total age-cell frequency
udd2,63,9703,hours_1,0.0594661445,0.002400872470119672,Uses total age-cell frequency
udd2,64,9220,hours_1,0.0710412148,0.0026753952532962517,Uses total age-cell frequency
udd2,65,8973,hours_1,0.082692522,0.0029075135799080582,Uses total age-cell frequency
udd2,66,8725,hours_1,0.0967335244,0.003164562910328607,Uses total age-cell frequency
udd2,67,8583,hours_1,0.1138296633,0.003428204918187778,Uses total age-cell frequency
udd2,68,8433,hours_1,0.1162101269,0.003489839452330992,Uses total age-cell frequency
udd2,69,8358,hours_1,0.1117492223,0.003446187235585408,Uses total age-cell frequency
udd2,70,8294,hours_1,0.1122498191,0.0034662205611502546,Uses total age-cell frequency
udd2,71,8097,hours_1,0.1085587255,0.0034571376160359027,Uses total age-cell frequency
udd2,72,8065,hours_1,0.1003099814,0.003345155726703881,Uses total age-cell frequency
udd2,73,8060,hours_1,0.0970223325,0.003296908084124983,Uses total age-cell frequency
udd2,74,7998,hours_1,0.0873968492,0.003157898521882501,Uses total age-cell frequency
udd2,75,7923,hours_1,0.0833017796,0.003104527462115334,Uses total age-cell frequency
udd2,76,7366,hours_1,0.0772468097,0.0031107649463776154,Uses total age-cell frequency
udd2,77,6573,hours_1,0.0736345656,0.0032214412785721387,Uses total age-cell frequency
udd2,78,5726,hours_1,0.0693328676,0.00335692082221633,Uses total age-cell frequency
udd2,79,4695,hours_1,0.058998935,0.0034387400381261255,Uses total age-cell frequency
udd2,80,3872,hours_1,0.0570764463,0.003728198526159166,Uses total age-cell frequency
udd2,81,3178,hours_1,0.0512901196,0.00391297092788974,Uses total age-cell frequency
udd2,82,2067,hours_1,0.0425737784,0.0044407213046134784,Uses total age-cell frequency
udd2,83,1296,hours_1,0.0401234568,0.005451353681019959,Uses total age-cell frequency
udd2,84,578,hours_1,0.0346020761,0.007602218355624322,Uses total age-cell frequency
udd3,30,1301,hours_1,0.1037663336,0.008454739180647135,Uses total age-cell frequency
udd3,31,2482,hours_1,0.0882352941,0.005693268533763085,Uses total age-cell frequency
udd3,32,3552,hours_1,0.0703828829,0.004291895144841546,Uses total age-cell frequency
udd3,33,4342,hours_1,0.0670198065,0.0037948349111556236,Uses total age-cell frequency
udd3,34,4950,hours_1,0.0602020202,0.003380805503320261,Uses total age-cell frequency
udd3,35,5483,hours_1,0.0563560095,0.0031143332545091433,Uses total age-cell frequency
udd3,36,8619,hours_1,0.0474533008,0.002290065537805031,Uses total age-cell frequency
udd3,37,11739,hours_1,0.0396115512,0.0018001920421622417,Uses total age-cell frequency
udd3,38,14733,hours_1,0.0331907962,0.0014758208068968875,Uses total age-cell frequency
udd3,39,17853,hours_1,0.0325995631,0.0013290870514729883,Uses total age-cell frequency
udd3,40,17484,hours_1,0.0309997712,0.0013107527728283533,Uses total age-cell frequency
udd3,41,16899,hours_1,0.0279306468,0.0012675310858176352,Uses total age-cell frequency
udd3,42,16541,hours_1,0.0266005683,0.0012511521337136469,Uses total age-cell frequency
udd3,43,15978,hours_1,0.0276630367,0.0012974693755949454,Uses total age-cell frequency
udd3,44,15429,hours_1,0.0279344092,0.001326626416424531,Uses total age-cell frequency
udd3,45,15154,hours_1,0.0276494655,0.0013319599219094164,Uses total age-cell frequency
udd3,46,14897,hours_1,0.0264482782,0.0013147064933822243,Uses total age-cell frequency
udd3,47,14703,hours_1,0.024892879,0.0012848746164708454,Uses total age-cell frequency
udd3,48,14631,hours_1,0.0265190349,0.0013283287859856023,Uses total age-cell frequency
udd3,49,14114,hours_1,0.0250106277,0.0013144291446628978,Uses total age-cell frequency
udd3,50,13301,hours_1,0.0278174573,0.001425904624228383,Uses total age-cell frequency
udd3,51,12629,hours_1,0.0281890886,0.001472810667830427,Uses total age-cell frequency
udd3,52,11941,hours_1,0.0309019345,0.0015836395815041586,Uses total age-cell frequency
udd3,53,11340,hours_1,0.0283950617,0.001559767036234551,Uses total age-cell frequency
udd3,54,11158,hours_1,0.0302025453,0.001620201812322998,Uses total age-cell frequency
udd3,55,10794,hours_1,0.0339077265,0.0017420773461716847,Uses total age-cell frequency
udd3,56,10445,hours_1,0.03255146,0.0017363807032343772,Uses total age-cell frequency
udd3,57,9859,hours_1,0.0346891165,0.0018429509960154432,Uses total age-cell frequency
udd3,58,9125,hours_1,0.0356164384,0.0019401428478886778,Uses total age-cell frequency
udd3,59,8551,hours_1,0.0363700152,0.0020245030747342518,Uses total age-cell frequency
udd3,60,8036,hours_1,0.0390741663,0.002161572620944003,Uses total age-cell frequency
udd3,61,7489,hours_1,0.0376552277,0.0021997132433947226,Uses total age-cell frequency
udd3,62,7287,hours_1,0.0448744339,0.002425243457852254,Uses total age-cell frequency
udd3,63,7168,hours_1,0.0496651786,0.002566051236850837,Uses total age-cell frequency
udd3,64,7025,hours_1,0.0609252669,0.002853813799689344,Uses total age-cell frequency
udd3,65,6992,hours_1,0.0759439359,0.0031680716966593437,Uses total age-cell frequency
udd3,66,6812,hours_1,0.0933646506,0.0035250902675469276,Uses total age-cell frequency
udd3,67,6754,hours_1,0.1128220314,0.0038496549389990782,Uses total age-cell frequency
udd3,68,6615,hours_1,0.1300075586,0.004135015262120492,Uses total age-cell frequency
udd3,69,6435,hours_1,0.1314685315,0.0042123981126431,Uses total age-cell frequency
udd3,70,6337,hours_1,0.1371311346,0.004321142420702692,Uses total age-cell frequency
udd3,71,6224,hours_1,0.1460475578,0.004476403225670615,Uses total age-cell frequency
udd3,72,6085,hours_1,0.1377156943,0.004417602830126797,Uses total age-cell frequency
udd3,73,5938,hours_1,0.1359043449,0.004447106035898749,Uses total age-cell frequency
udd3,74,5880,hours_1,0.1341836735,0.004445023496988878,Uses total age-cell frequency
udd3,75,5681,hours_1,0.1249779968,0.004387467090851779,Uses total age-cell frequency
udd3,76,5187,hours_1,0.1179872759,0.004479163219556275,Uses total age-cell frequency
udd3,77,4611,hours_1,0.1084363479,0.004578951645116718,Uses total age-cell frequency
udd3,78,4006,hours_1,0.1055916126,0.004855424108378643,Uses total age-cell frequency
udd3,79,3348,hours_1,0.0985663082,0.005151555862456423,Uses total age-cell frequency
udd3,80,2785,hours_1,0.0807899461,0.005163847907302452,Uses total age-cell frequency
udd3,81,2244,hours_1,0.0646167558,0.005189863572314297,Uses total age-cell frequency
udd3,82,1484,hours_1,0.0592991914,0.0061310265087296265,Uses total age-cell frequency
udd3,83,933,hours_1,0.0493033226,0.007087911072109406,Uses total age-cell frequency
udd3,84,449,hours_1,0.0512249443,0.010403972748738112,Uses total age-cell frequency
udd1,30,2840,hours_2,0.1080985915,0.005826520414997181,Uses total age-cell frequency
udd1,31,5097,hours_2,0.0980969198,0.004166297746094687,Uses total age-cell frequency
udd1,32,7282,hours_2,0.0961274375,0.0034542355305845944,Uses total age-cell frequency
udd1,33,9171,hours_2,0.0858139788,0.0029247446870282142,Uses total age-cell frequency
udd1,34,11180,hours_2,0.081216458,0.002583495589090335,Uses total age-cell frequency
udd1,35,13112,hours_2,0.0790115924,0.00235579783838509,Uses total age-cell frequency
udd1,36,17702,hours_2,0.07631906,0.001995567071818575,Uses total age-cell frequency
udd1,37,22115,hours_2,0.0699525209,0.001715184222470771,Uses total age-cell frequency
udd1,38,26699,hours_2,0.0680175287,0.0015408728347377878,Uses total age-cell frequency
udd1,39,31731,hours_2,0.0629037849,0.001362977231911488,Uses total age-cell frequency
udd1,40,32214,hours_2,0.0626435711,0.001350107369104211,Uses total age-cell frequency
udd1,41,32959,hours_2,0.0602263418,0.0013104421779777853,Uses total age-cell frequency
udd1,42,33929,hours_2,0.0575319049,0.0012641603819396497,Uses total age-cell frequency
udd1,43,34810,hours_2,0.0554151106,0.0012262600718364065,Uses total age-cell frequency
udd1,44,35491,hours_2,0.0567467809,0.0012280771334046918,Uses total age-cell frequency
udd1,45,36530,hours_2,0.0545305229,0.0011880063212054033,Uses total age-cell frequency
udd1,46,37648,hours_2,0.0524065023,0.001148504413959016,Uses total age-cell frequency
udd1,47,38609,hours_2,0.0495221321,0.0011041457238933944,Uses total age-cell frequency
udd1,48,39731,hours_2,0.0501623417,0.0010950875591040489,Uses total age-cell frequency
udd1,49,40045,hours_2,0.0498439256,0.0010875004494888488,Uses total age-cell frequency
udd1,50,40332,hours_2,0.0478528216,0.0010628719319140307,Uses total age-cell frequency
udd1,51,40778,hours_2,0.0466673206,0.0010445174812094254,Uses total age-cell frequency
udd1,52,41035,hours_2,0.0463750457,0.0010381348248745675,Uses total age-cell frequency
udd1,53,41296,hours_2,0.0447985277,0.0010179474729707025,Uses total age-cell frequency
udd1,54,42101,hours_2,0.0450345597,0.0010106960822572613,Uses total age-cell frequency
udd1,55,42583,hours_2,0.0444543597,0.0009987683465998794,Uses total age-cell frequency
udd1,56,42538,hours_2,0.0444778786,0.0009995485006794248,Uses total age-cell frequency
udd1,57,41686,hours_2,0.0428201315,0.0009915752182179296,Uses total age-cell frequency
udd1,58,40096,hours_2,0.0431464485,0.0010147165381913371,Uses total age-cell frequency
udd1,59,38600,hours_2,0.043238342,0.0010352440549919332,Uses total age-cell frequency
udd1,60,36987,hours_2,0.0436369535,0.0010622189651592572,Uses total age-cell frequency
udd1,61,35482,hours_2,0.0432331887,0.0010797112821044473,Uses total age-cell frequency
udd1,62,34081,hours_2,0.0443942373,0.0011156976413512737,Uses total age-cell frequency
udd1,63,32751,hours_2,0.0475710665,0.0011761844992375157,Uses total age-cell frequency
udd1,64,31813,hours_2,0.0463018263,0.0011781544377581718,Uses total age-cell frequency
udd1,65,31074,hours_2,0.0473064298,0.0012043095298290424,Uses total age-cell frequency
udd1,66,30479,hours_2,0.0360904229,0.0010683505457980311,Uses total age-cell frequency
udd1,67,30295,hours_2,0.0384221819,0.0011043271554883596,Uses total age-cell frequency
udd1,68,29842,hours_2,0.0315997587,0.0010126406675504552,Uses total age-cell frequency
udd1,69,29091,hours_2,0.0279811626,0.0009669207788116671,Uses total age-cell frequency
udd1,70,28733,hours_2,0.0253019177,0.0009264485133560915,Uses total age-cell frequency
udd1,71,28201,hours_2,0.0194673948,0.0008227211912272667,Uses total age-cell frequency
udd1,72,27755,hours_2,0.0192037471,0.0008237810021588854,Uses total age-cell frequency
udd1,73,27615,hours_2,0.0164403404,0.0007652145741357449,Uses total age-cell frequency
udd1,74,27541,hours_2,0.0134708253,0.0006946438834035003,Uses total age-cell frequency
udd1,75,27329,hours_2,0.0135753229,0.0006999953870974111,Uses total age-cell frequency
udd1,76,25186,hours_2,0.011355515,0.0006676423731352384,Uses total age-cell frequency
udd1,77,22442,hours_2,0.0105159968,0.0006809242989268433,Uses total age-cell frequency
udd1,78,19392,hours_2,0.0086633663,0.0006654916567716492,Uses total age-cell frequency
udd1,79,16359,hours_2,0.0067241274,0.0006389612684507127,Uses total age-cell frequency
udd1,80,13610,hours_2,0.006098457,0.0006673483680921346,Uses total age-cell frequency
udd1,81,11239,hours_2,0.005516505,0.0006986617419108037,Uses total age-cell frequency
udd1,82,7491,hours_2,0.0044052863,0.0007651709291892821,Uses total age-cell frequency
udd1,83,4499,hours_2,0.0031118026,0.0008303692348246553,Uses total age-cell frequency
udd1,84,1982,hours_2,0.0015136226,0.00087322879595392,Uses total age-cell frequency
udd2,30,1113,hours_2,0.1374663073,0.010321399435389251,Uses total age-cell frequency
udd2,31,2004,hours_2,0.120758483,0.0072788716122674955,Uses total age-cell frequency
udd2,32,2718,hours_2,0.102281089,0.005812234559850869,Uses total age-cell frequency
udd2,33,3314,hours_2,0.0983705492,0.005173331883723116,Uses total age-cell frequency
udd2,34,3924,hours_2,0.0891946993,0.004550067068228536,Uses total age-cell frequency
udd2,35,4527,hours_2,0.084824387,0.004141020086122771,Uses total age-cell frequency
udd2,36,7085,hours_2,0.0760762174,0.0031497247372445796,Uses total age-cell frequency
udd2,37,9565,hours_2,0.063565081,0.00249462698049639,Uses total age-cell frequency
udd2,38,12100,hours_2,0.0538842975,0.0020526294360880544,Uses total age-cell frequency
udd2,39,14860,hours_2,0.0539030956,0.0018525300419084804,Uses total age-cell frequency
udd2,40,14575,hours_2,0.0501543739,0.0018079092988432363,Uses total age-cell frequency
udd2,41,14728,hours_2,0.0516702879,0.0018240142704173813,Uses total age-cell frequency
udd2,42,15004,hours_2,0.0477872567,0.0017414841128460352,Uses total age-cell frequency
udd2,43,15152,hours_2,0.0442845829,0.0016713045456954628,Uses total age-cell frequency
udd2,44,15237,hours_2,0.0439062808,0.0016598308190469136,Uses total age-cell frequency
udd2,45,15257,hours_2,0.0407026283,0.001599754281401376,Uses total age-cell frequency
udd2,46,15375,hours_2,0.0433821138,0.0016429223616241891,Uses total age-cell frequency
udd2,47,15578,hours_2,0.0396713314,0.0015638406045520488,Uses total age-cell frequency
udd2,48,15708,hours_2,0.0413801884,0.001589128386978783,Uses total age-cell frequency
udd2,49,15636,hours_2,0.036838066,0.001506382407244147,Uses total age-cell frequency
udd2,50,15191,hours_2,0.0385096439,0.0015612197468852125,Uses total age-cell frequency
udd2,51,14835,hours_2,0.0373441186,0.001556692617276813,Uses total age-cell frequency
udd2,52,14402,hours_2,0.0370781836,0.0015745024298947678,Uses total age-cell frequency
udd2,53,14078,hours_2,0.0364398352,0.0015792727445447616,Uses total age-cell frequency
udd2,54,13964,hours_2,0.0370237754,0.0015978765148061537,Uses total age-cell frequency
udd2,55,13816,hours_2,0.0339461494,0.0015406527547129432,Uses total age-cell frequency
udd2,56,13539,hours_2,0.0372996529,0.0016285633811060597,Uses total age-cell frequency
udd2,57,13004,hours_2,0.0369117195,0.0016533953317354915,Uses total age-cell frequency
udd2,58,12185,hours_2,0.0357816988,0.0016826949687622867,Uses total age-cell frequency
udd2,59,11532,hours_2,0.0378078391,0.001776108604830323,Uses total age-cell frequency
udd2,60,11168,hours_2,0.0386819484,0.0018247359012303322,Uses total age-cell frequency
udd2,61,10557,hours_2,0.0403523728,0.0019152266433820544,Uses total age-cell frequency
udd2,62,10144,hours_2,0.0424881703,0.0020026334615217156,Uses total age-cell frequency
udd2,63,9703,hours_2,0.0518396372,0.002250706468153761,Uses total age-cell frequency
udd2,64,9220,hours_2,0.0503253796,0.0022767507331935065,Uses total age-cell frequency
udd2,65,8973,hours_2,0.0573944054,0.0024554491976318607,Uses total age-cell frequency
udd2,66,8725,hours_2,0.0528366762,0.002394955583346952,Uses total age-cell frequency
udd2,67,8583,hours_2,0.0539438425,0.002438427465551863,Uses total age-cell frequency
udd2,68,8433,hours_2,0.0462468872,0.002287010651264668,Uses total age-cell frequency
udd2,69,8358,hours_2,0.0429528595,0.0022177445583636056,Uses total age-cell frequency
udd2,70,8294,hours_2,0.0360501567,0.0020469101589191585,Uses total age-cell frequency
udd2,71,8097,hours_2,0.0351982216,0.0020479405185619775,Uses total age-cell frequency
udd2,72,8065,hours_2,0.0277743335,0.001829798124865022,Uses total age-cell frequency
udd2,73,8060,hours_2,0.0244416873,0.001719985112389008,Uses total age-cell frequency
udd2,74,7998,hours_2,0.0216304076,0.0016266462823595704,Uses total age-cell frequency
udd2,75,7923,hours_2,0.0196895115,0.0015608259154751053,Uses total age-cell frequency
udd2,76,7366,hours_2,0.0172413793,0.0015166786624266242,Uses total age-cell frequency
udd2,77,6573,hours_2,0.0132359653,0.0014096219373198311,Uses total age-cell frequency
udd2,78,5726,hours_2,0.0115263709,0.0014105976860794476,Uses total age-cell frequency
udd2,79,4695,hours_2,0.0091586794,0.0013902749087751523,Uses total age-cell frequency
udd2,80,3872,hours_2,0.007231405,0.0013616568759271946,Uses total age-cell frequency
udd2,81,3178,hours_2,0.0066079295,0.0014371963266101978,Uses total age-cell frequency
udd2,82,2067,hours_2,0.0053217223,0.001600284440694232,Uses total age-cell frequency
udd2,83,1296,hours_2,0.0038580247,0.0017220296365023544,Uses total age-cell frequency
udd2,84,578,hours_2,0.0017301038,0.0017286065256403927,Uses total age-cell frequency
udd3,30,1301,hours_2,0.0960799385,0.008170388780177099,Uses total age-cell frequency
udd3,31,2482,hours_2,0.0898468977,0.005739946986480718,Uses total age-cell frequency
udd3,32,3552,hours_2,0.0836148649,0.004644556876348233,Uses total age-cell frequency
udd3,33,4342,hours_2,0.070935053,0.003895906958698497,Uses total age-cell frequency
udd3,34,4950,hours_2,0.0713131313,0.003657773474222405,Uses total age-cell frequency
udd3,35,5483,hours_2,0.0744118183,0.0035442205216145895,Uses total age-cell frequency
udd3,36,8619,hours_2,0.0542986425,0.0024408610202799786,Uses total age-cell frequency
udd3,37,11739,hours_2,0.049152398,0.001995318649590587,Uses total age-cell frequency
udd3,38,14733,hours_2,0.0413357768,0.0016400259403236707,Uses total age-cell frequency
udd3,39,17853,hours_2,0.0393771355,0.001455602917046854,Uses total age-cell frequency
udd3,40,17484,hours_2,0.0366048959,0.0014202062077018148,Uses total age-cell frequency
udd3,41,16899,hours_2,0.0394697911,0.0014978124113776878,Uses total age-cell frequency
udd3,42,16541,hours_2,0.0347621063,0.0014242602133339635,Uses total age-cell frequency
udd3,43,15978,hours_2,0.0356740518,0.0014673270959024236,Uses total age-cell frequency
udd3,44,15429,hours_2,0.0361008491,0.001501777584237832,Uses total age-cell frequency
udd3,45,15154,hours_2,0.0335225023,0.0014621786781054663,Uses total age-cell frequency
udd3,46,14897,hours_2,0.0323555078,0.0014497149438678612,Uses total age-cell frequency
udd3,47,14703,hours_2,0.0319662654,0.0014507354310551045,Uses total age-cell frequency
udd3,48,14631,hours_2,0.0326703575,0.0014696948976304536,Uses total age-cell frequency
udd3,49,14114,hours_2,0.0318123849,0.0014772459877427277,Uses total age-cell frequency
udd3,50,13301,hours_2,0.0326291256,0.0015404835846754403,Uses total age-cell frequency
udd3,51,12629,hours_2,0.0304853908,0.00152981382226981,Uses total age-cell frequency
udd3,52,11941,hours_2,0.0296457583,0.001552122829822393,Uses total age-cell frequency
udd3,53,11340,hours_2,0.0318342152,0.001648600441724748,Uses total age-cell frequency
udd3,54,11158,hours_2,0.0324430902,0.0016772823921996224,Uses total age-cell frequency
udd3,55,10794,hours_2,0.0340930146,0.0017466631135374519,Uses total age-cell frequency
udd3,56,10445,hours_2,0.0336045955,0.0017632851173593955,Uses total age-cell frequency
udd3,57,9859,hours_2,0.0324576529,0.0017847488615077818,Uses total age-cell frequency
udd3,58,9125,hours_2,0.0370410959,0.001977103266807123,Uses total age-cell frequency
udd3,59,8551,hours_2,0.0376564145,0.0020586196201862117,Uses total age-cell frequency
udd3,60,8036,hours_2,0.0430562469,0.0022643383770045698,Uses total age-cell frequency
udd3,61,7489,hours_2,0.0355187608,0.002138768994606245,Uses total age-cell frequency
udd3,62,7287,hours_2,0.0414436668,0.002334874394023812,Uses total age-cell frequency
udd3,63,7168,hours_2,0.0461774554,0.0024788474000201456,Uses total age-cell frequency
udd3,64,7025,hours_2,0.0523843416,0.002658236976417819,Uses total age-cell frequency
udd3,65,6992,hours_2,0.0599256293,0.0028384856188232565,Uses total age-cell frequency
udd3,66,6812,hours_2,0.058719906,0.0028484906182079427,Uses total age-cell frequency
udd3,67,6754,hours_2,0.0667752443,0.0030375283503571568,Uses total age-cell frequency
udd3,68,6615,hours_2,0.0604686319,0.0029305948992505897,Uses total age-cell frequency
udd3,69,6435,hours_2,0.0571872572,0.0028945968155819498,Uses total age-cell frequency
udd3,70,6337,hours_2,0.0568092157,0.0029078186491667034,Uses total age-cell frequency
udd3,71,6224,hours_2,0.0467544987,0.0026759579991578754,Uses total age-cell frequency
udd3,72,6085,hours_2,0.0410846343,0.0025444830398184274,Uses total age-cell frequency
udd3,73,5938,hours_2,0.0363758841,0.002429632074374873,Uses total age-cell frequency
udd3,74,5880,hours_2,0.0295918367,0.0022099096505033516,Uses total age-cell frequency
udd3,75,5681,hours_2,0.0308044358,0.0022924503775448033,Uses total age-cell frequency
udd3,76,5187,hours_2,0.023713129,0.0021126377337690565,Uses total age-cell frequency
udd3,77,4611,hours_2,0.0223378877,0.002176295595401686,Uses total age-cell frequency
udd3,78,4006,hours_2,0.0167249126,0.0020261144501195175,Uses total age-cell frequency
udd3,79,3348,hours_2,0.0128434886,0.0019459952904425624,Uses total age-cell frequency
