education,age,n_data,moment,data_value,data_se,denominator_note
udd3,80,2785,hours_2,0.0104129264,0.0019235381601166225,Uses total age-cell frequency
udd3,81,2244,hours_2,0.006684492,0.0017201502606480738,Uses total age-cell frequency
udd3,82,1484,hours_2,0.0074123989,0.0022266238876439072,Uses total age-cell frequency
udd3,83,933,hours_2,0.0042872454,0.0021390226572105806,Uses total age-cell frequency
udd3,84,449,hours_2,0.0,0.0,Uses total age-cell frequency
udd1,30,2840,hours_3,0.1084507042,0.00583485003966647,Uses total age-cell frequency
udd1,31,5097,hours_3,0.1012360212,0.004225061611070564,Uses total age-cell frequency
udd1,32,7282,hours_3,0.0994232354,0.0035065414537082825,Uses total age-cell frequency
udd1,33,9171,hours_3,0.1036964344,0.003183472679039799,Uses total age-cell frequency
udd1,34,11180,hours_3,0.0994633274,0.0028304878291297345,Uses total age-cell frequency
udd1,35,13112,hours_3,0.1045607077,0.002672193236843696,Uses total age-cell frequency
udd1,36,17702,hours_3,0.0982939781,0.002237611950357781,Uses total age-cell frequency
udd1,37,22115,hours_3,0.0951842641,0.001973418425832658,Uses total age-cell frequency
udd1,38,26699,hours_3,0.0934866474,0.0017816172041403198,Uses total age-cell frequency
udd1,39,31731,hours_3,0.0898490435,0.0016053567721710758,Uses total age-cell frequency
udd1,40,32214,hours_3,0.0900540138,0.001594913069640975,Uses total age-cell frequency
udd1,41,32959,hours_3,0.0858035741,0.0015427140527699578,Uses total age-cell frequency
udd1,42,33929,hours_3,0.085325238,0.0015166542007455748,Uses total age-cell frequency
udd1,43,34810,hours_3,0.0850617639,0.0014952405601530551,Uses total age-cell frequency
udd1,44,35491,hours_3,0.0792313544,0.0014337211201329695,Uses total age-cell frequency
udd1,45,36530,hours_3,0.0787571859,0.0014093125372991154,Uses total age-cell frequency
udd1,46,37648,hours_3,0.0762324692,0.001367667053932353,Uses total age-cell frequency
udd1,47,38609,hours_3,0.0751897226,0.0013420271080220347,Uses total age-cell frequency
udd1,48,39731,hours_3,0.0714555385,0.0012922738380231288,Uses total age-cell frequency
udd1,49,40045,hours_3,0.070320889,0.0012777166780465119,Uses total age-cell frequency
udd1,50,40332,hours_3,0.0698204899,0.0012689658976204653,Uses total age-cell frequency
udd1,51,40778,hours_3,0.066874295,0.0012370484918612407,Uses total age-cell frequency
udd1,52,41035,hours_3,0.0671134397,0.0012352132688172822,Uses total age-cell frequency
udd1,53,41296,hours_3,0.0668829911,0.001229339688759101,Uses total age-cell frequency
udd1,54,42101,hours_3,0.0644402746,0.0011966530286784312,Uses total age-cell frequency
udd1,55,42583,hours_3,0.0643684099,0.001189243267493641,Uses total age-cell frequency
udd1,56,42538,hours_3,0.0642954535,0.0011892439982196489,Uses total age-cell frequency
udd1,57,41686,hours_3,0.0635465144,0.0011947962755573247,Uses total age-cell frequency
udd1,58,40096,hours_3,0.061277933,0.001197760654211734,Uses total age-cell frequency
udd1,59,38600,hours_3,0.0641450777,0.001247074158234503,Uses total age-cell frequency
udd1,60,36987,hours_3,0.0634276908,0.0012673178537371092,Uses total age-cell frequency
udd1,61,35482,hours_3,0.0656389155,0.0013147222828494647,Uses total age-cell frequency
udd1,62,34081,hours_3,0.0674569408,0.0013585999782640566,Uses total age-cell frequency
udd1,63,32751,hours_3,0.0684864584,0.0013956761529034037,Uses total age-cell frequency
udd1,64,31813,hours_3,0.0596925785,0.0013282896504643858,Uses total age-cell frequency
udd1,65,31074,hours_3,0.0552873785,0.0012964753893933939,Uses total age-cell frequency
udd1,66,30479,hours_3,0.0468191214,0.0012100377895715012,Uses total age-cell frequency
udd1,67,30295,hours_3,0.039973593,0.0011254927565131358,Uses total age-cell frequency
udd1,68,29842,hours_3,0.0289859929,0.000971164670636326,Uses total age-cell frequency
udd1,69,29091,hours_3,0.022721804,0.0008736775659181141,Uses total age-cell frequency
udd1,70,28733,hours_3,0.0184108864,0.0007930703788629058,Uses total age-cell frequency
udd1,71,28201,hours_3,0.0150349278,0.0007246508972931206,Uses total age-cell frequency
udd1,72,27755,hours_3,0.011385336,0.0006368187385093998,Uses total age-cell frequency
udd1,73,27615,hours_3,0.00854608,0.0005539202220604675,Uses total age-cell frequency
udd1,74,27541,hours_3,0.0076249955,0.0005241647987015627,Uses total age-cell frequency
udd1,75,27329,hours_3,0.0064034542,0.0004825033355883769,Uses total age-cell frequency
udd1,76,25186,hours_3,0.0048042563,0.00043570018026375354,Uses total age-cell frequency
udd1,77,22442,hours_3,0.0043222529,0.00043790883630197123,Uses total age-cell frequency
udd1,78,19392,hours_3,0.0028877888,0.00038533941174575495,Uses total age-cell frequency
udd1,79,16359,hours_3,0.00311755,0.0004358633101230322,Uses total age-cell frequency
udd1,80,13610,hours_3,0.0031594416,0.0004810485981348847,Uses total age-cell frequency
udd1,81,11239,hours_3,0.0020464454,0.0004262765184553196,Uses total age-cell frequency
udd1,82,7491,hours_3,0.0017354158,0.00048089992231491055,Uses total age-cell frequency
udd1,83,4499,hours_3,0.0017781729,0.0006281198639504679,Uses total age-cell frequency
udd1,84,1982,hours_3,0.0005045409,0.0005044135870906817,Uses total age-cell frequency
udd2,30,1113,hours_3,0.1132075472,0.00949732068222528,Uses total age-cell frequency
udd2,31,2004,hours_3,0.0903193613,0.006403037510312048,Uses total age-cell frequency
udd2,32,2718,hours_3,0.1081677704,0.005957523914107022,Uses total age-cell frequency
udd2,33,3314,hours_3,0.1007845504,0.0052294089921291614,Uses total age-cell frequency
udd2,34,3924,hours_3,0.0976044852,0.0047377141308588685,Uses total age-cell frequency
udd2,35,4527,hours_3,0.0967528164,0.004393694623552458,Uses total age-cell frequency
udd2,36,7085,hours_3,0.0844036697,0.0033026515777570538,Uses total age-cell frequency
udd2,37,9565,hours_3,0.0762153685,0.002713089721969643,Uses total age-cell frequency
udd2,38,12100,hours_3,0.0744628099,0.0023865688196083893,Uses total age-cell frequency
udd2,39,14860,hours_3,0.0719380888,0.0021196224837790835,Uses total age-cell frequency
udd2,40,14575,hours_3,0.0701886792,0.0021160536185990757,Uses total age-cell frequency
udd2,41,14728,hours_3,0.0669473112,0.002059433467920758,Uses total age-cell frequency
udd2,42,15004,hours_3,0.068315116,0.002059630915283574,Uses total age-cell frequency
udd2,43,15152,hours_3,0.0658658923,0.002015115408356839,Uses total age-cell frequency
udd2,44,15237,hours_3,0.0632670473,0.0019721818081994214,Uses total age-cell frequency
udd2,45,15257,hours_3,0.0641017238,0.0019829629728082116,Uses total age-cell frequency
udd2,46,15375,hours_3,0.0607479675,0.0019264129342241106,Uses total age-cell frequency
udd2,47,15578,hours_3,0.0596995763,0.0018982923194900668,Uses total age-cell frequency
udd2,48,15708,hours_3,0.0536032595,0.001797098042545533,Uses total age-cell frequency
udd2,49,15636,hours_3,0.0571757483,0.0018567715379180206,Uses total age-cell frequency
udd2,50,15191,hours_3,0.0576657231,0.001891333798560805,Uses total age-cell frequency
udd2,51,14835,hours_3,0.0583080553,0.0019238664933589084,Uses total age-cell frequency
udd2,52,14402,hours_3,0.0542285794,0.0018871038630346836,Uses total age-cell frequency
udd2,53,14078,hours_3,0.0583179429,0.0019750712416799206,Uses total age-cell frequency
udd2,54,13964,hours_3,0.0540676024,0.001913787376739731,Uses total age-cell frequency
udd2,55,13816,hours_3,0.0525477707,0.0018982991216314556,Uses total age-cell frequency
udd2,56,13539,hours_3,0.0532535638,0.0019297359326655213,Uses total age-cell frequency
udd2,57,13004,hours_3,0.0563672716,0.0020224440882641746,Uses total age-cell frequency
udd2,58,12185,hours_3,0.0517849815,0.002007439940872981,Uses total age-cell frequency
udd2,59,11532,hours_3,0.0520291363,0.0020680854829234715,Uses total age-cell frequency
udd2,60,11168,hours_3,0.0545308023,0.002148606738135442,Uses total age-cell frequency
udd2,61,10557,hours_3,0.0602443876,0.0023157704094014767,Uses total age-cell frequency
udd2,62,10144,hours_3,0.0660488959,0.0024659838654228707,Uses total age-cell frequency
udd2,63,9703,hours_3,0.0706997836,0.0026021602937292055,Uses total age-cell frequency
udd2,64,9220,hours_3,0.0673535792,0.00261019764232331,Uses total age-cell frequency
udd2,65,8973,hours_3,0.0726624317,0.0027403438307350802,Uses total age-cell frequency
udd2,66,8725,hours_3,0.0649856734,0.0026389747000234256,Uses total age-cell frequency
udd2,67,8583,hours_3,0.0593032739,0.0025494388223364483,Uses total age-cell frequency
udd2,68,8433,hours_3,0.0425708526,0.0021984593828674654,Uses total age-cell frequency
udd2,69,8358,hours_3,0.0337401292,0.0019750093636002343,Uses total age-cell frequency
udd2,70,8294,hours_3,0.0268869062,0.0017761108145698768,Uses total age-cell frequency
udd2,71,8097,hours_3,0.0198839076,0.0015514134721951514,Uses total age-cell frequency
udd2,72,8065,hours_3,0.0171109733,0.001444067234891567,Uses total age-cell frequency
udd2,73,8060,hours_3,0.0131513648,0.0012689460664623373,Uses total age-cell frequency
udd2,74,7998,hours_3,0.0111277819,0.0011729613189752708,Uses total age-cell frequency
udd2,75,7923,hours_3,0.0090874669,0.0010660909428562662,Uses total age-cell frequency
udd2,76,7366,hours_3,0.0058376324,0.000887628369713893,Uses total age-cell frequency
udd2,77,6573,hours_3,0.0044119884,0.0008174763440960171,Uses total age-cell frequency
udd2,78,5726,hours_3,0.0043660496,0.0008713015956837193,Uses total age-cell frequency
udd2,79,4695,hours_3,0.0042598509,0.000950500632653728,Uses total age-cell frequency
udd2,80,3872,hours_3,0.0046487603,0.0010931734699729842,Uses total age-cell frequency
udd2,81,3178,hours_3,0.0034612964,0.0010418124285695625,Uses total age-cell frequency
udd2,82,2067,hours_3,0.0014513788,0.0008373456286264537,Uses total age-cell frequency
udd2,83,1296,hours_3,0.0015432099,0.0010903718654393904,Uses total age-cell frequency
udd2,84,578,hours_3,0.0,0.0,Uses total age-cell frequency
udd3,30,1301,hours_3,0.1029976941,0.008426978432144948,Uses total age-cell frequency
udd3,31,2482,hours_3,0.1019339243,0.0060731307207510625,Uses total age-cell frequency
udd3,32,3552,hours_3,0.0951576577,0.004923476289454233,Uses total age-cell frequency
udd3,33,4342,hours_3,0.0833717181,0.0041952813615637324,Uses total age-cell frequency
udd3,34,4950,hours_3,0.0802020202,0.003860435317365568,Uses total age-cell frequency
udd3,35,5483,hours_3,0.0793361299,0.0036498661065508605,Uses total age-cell frequency
udd3,36,8619,hours_3,0.072862281,0.002799594077604682,Uses total age-cell frequency
udd3,37,11739,hours_3,0.0695970696,0.0023486346315860418,Uses total age-cell frequency
udd3,38,14733,hours_3,0.066110093,0.0020470861996701936,Uses total age-cell frequency
udd3,39,17853,hours_3,0.0632386714,0.0018215883623203795,Uses total age-cell frequency
udd3,40,17484,hours_3,0.0603408831,0.001800821213294299,Uses total age-cell frequency
udd3,41,16899,hours_3,0.0550920173,0.0017551271873746243,Uses total age-cell frequency
udd3,42,16541,hours_3,0.0545916208,0.0017664113109803212,Uses total age-cell frequency
udd3,43,15978,hours_3,0.0509450494,0.001739544186869601,Uses total age-cell frequency
udd3,44,15429,hours_3,0.0502300862,0.0017584186297746162,Uses total age-cell frequency
udd3,45,15154,hours_3,0.0499538076,0.0017696729711603857,Uses total age-cell frequency
udd3,46,14897,hours_3,0.049003155,0.0017686917512229753,Uses total age-cell frequency
udd3,47,14703,hours_3,0.048969598,0.0017797438095777398,Uses total age-cell frequency
udd3,48,14631,hours_3,0.0487321441,0.0017800088666258612,Uses total age-cell frequency
udd3,49,14114,hours_3,0.0478248548,0.0017962227553961392,Uses total age-cell frequency
udd3,50,13301,hours_3,0.0466882189,0.0018292749471482321,Uses total age-cell frequency
udd3,51,12629,hours_3,0.0463219574,0.0018702939180309675,Uses total age-cell frequency
udd3,52,11941,hours_3,0.0458923038,0.0019149096171796325,Uses total age-cell frequency
udd3,53,11340,hours_3,0.0480599647,0.00200858397068358,Uses total age-cell frequency
udd3,54,11158,hours_3,0.0515325327,0.002092949669702332,Uses total age-cell frequency
udd3,55,10794,hours_3,0.0489160645,0.002076079455262018,Uses total age-cell frequency
udd3,56,10445,hours_3,0.0484442317,0.0021007962682626927,Uses total age-cell frequency
udd3,57,9859,hours_3,0.0480778984,0.002154552145412329,Uses total age-cell frequency
udd3,58,9125,hours_3,0.0464657534,0.002203526119678717,Uses total age-cell frequency
udd3,59,8551,hours_3,0.0473628815,0.0022970706599177585,Uses total age-cell frequency
udd3,60,8036,hours_3,0.0523892484,0.0024855134048171056,Uses total age-cell frequency
udd3,61,7489,hours_3,0.0602216584,0.002749015295108993,Uses total age-cell frequency
udd3,62,7287,hours_3,0.0638122684,0.0028632494081504366,Uses total age-cell frequency
udd3,63,7168,hours_3,0.0684988839,0.0029835576854947837,Uses total age-cell frequency
udd3,64,7025,hours_3,0.0680427046,0.0030044544616621713,Uses total age-cell frequency
udd3,65,6992,hours_3,0.0769450801,0.003187157231276343,Uses total age-cell frequency
udd3,66,6812,hours_3,0.0767762772,0.003225742401799012,Uses total age-cell frequency
udd3,67,6754,hours_3,0.0710689962,0.003126448588841356,Uses total age-cell frequency
udd3,68,6615,hours_3,0.0666666667,0.003066958042233547,Uses total age-cell frequency
udd3,69,6435,hours_3,0.0560994561,0.0028685879376560723,Uses total age-cell frequency
udd3,70,6337,hours_3,0.0528641313,0.002810896394220175,Uses total age-cell frequency
udd3,71,6224,hours_3,0.0383997429,0.0024357160153155055,Uses total age-cell frequency
udd3,72,6085,hours_3,0.0277732128,0.002106524725120917,Uses total age-cell frequency
udd3,73,5938,hours_3,0.0242505894,0.001996228268778354,Uses total age-cell frequency
udd3,74,5880,hours_3,0.0180272109,0.0017351032908130548,Uses total age-cell frequency
udd3,75,5681,hours_3,0.0124977997,0.0014739183350325517,Uses total age-cell frequency
udd3,76,5187,hours_3,0.010989011,0.0014475105530142762,Uses total age-cell frequency
udd3,77,4611,hours_3,0.0095423986,0.0014316905568473098,Uses total age-cell frequency
udd3,78,4006,hours_3,0.0067398902,0.001292713949792839,Uses total age-cell frequency
udd3,79,3348,hours_3,0.006869773,0.0014275179203992756,Uses total age-cell frequency
udd3,80,2785,hours_3,0.0028725314,0.0010141335085667226,Uses total age-cell frequency
udd3,81,2244,hours_3,0.0008912656,0.0006299390393044908,Uses total age-cell frequency
udd3,82,1484,hours_3,0.0006738544,0.0006736273455746362,Uses total age-cell frequency
udd3,83,933,hours_3,0.0,0.0,Uses total age-cell frequency
udd3,84,449,hours_3,0.0,0.0,Uses total age-cell frequency
udd1,30,2840,hours_4,0.4059859155,0.00921498610874567,Uses total age-cell frequency
udd1,31,5097,hours_4,0.4190700412,0.006911111146729345,Uses total age-cell frequency
udd1,32,7282,hours_4,0.4290030211,0.0057999165270096065,Uses total age-cell frequency
udd1,33,9171,hours_4,0.4334314688,0.005174615648613852,Uses total age-cell frequency
udd1,34,11180,hours_4,0.4432915921,0.004698267450558872,Uses total age-cell frequency
udd1,35,13112,hours_4,0.442419158,0.0043374692990578384,Uses total age-cell frequency
udd1,36,17702,hours_4,0.4876285166,0.003756867296173463,Uses total age-cell frequency
udd1,37,22115,hours_4,0.5167533348,0.0033603352287813176,Uses total age-cell frequency
udd1,38,26699,hours_4,0.5410314993,0.003049686645988458,Uses total age-cell frequency
udd1,39,31731,hours_4,0.5606819829,0.0027861591994010637,Uses total age-cell frequency
udd1,40,32214,hours_4,0.5623641895,0.002764031114803372,Uses total age-cell frequency
udd1,41,32959,hours_4,0.5695257744,0.002727364950947533,Uses total age-cell frequency
udd1,42,33929,hours_4,0.5774706004,0.0026816856978213095,Uses total age-cell frequency
udd1,43,34810,hours_4,0.5814421143,0.00264410681206735,Uses total age-cell frequency
udd1,44,35491,hours_4,0.5851060832,0.00261533136470357,Uses total age-cell frequency
udd1,45,36530,hours_4,0.5940323022,0.0025693657707320863,Uses total age-cell frequency
udd1,46,37648,hours_4,0.597641309,0.0025272956073500163,Uses total age-cell frequency
udd1,47,38609,hours_4,0.6019062913,0.0024912242449413777,Uses total age-cell frequency
udd1,48,39731,hours_4,0.6046663814,0.0024528728566577266,Uses total age-cell frequency
udd1,49,40045,hours_4,0.5996503933,0.0024484690323141535,Uses total age-cell frequency
udd1,50,40332,hours_4,0.596523852,0.0024428565249446994,Uses total age-cell frequency
udd1,51,40778,hours_4,0.5959831282,0.0024299860072059254,Uses total age-cell frequency
udd1,52,41035,hours_4,0.5937126843,0.00242453008113409,Uses total age-cell frequency
udd1,53,41296,hours_4,0.5899118559,0.0024203500164373796,Uses total age-cell frequency
udd1,54,42101,hours_4,0.5911261015,0.0023960096120189487,Uses total age-cell frequency
udd1,55,42583,hours_4,0.5930300824,0.002380682003539841,Uses total age-cell frequency
udd1,56,42538,hours_4,0.5879213879,0.0023864983224430717,Uses total age-cell frequency
udd1,57,41686,hours_4,0.5844887972,0.0024137059022581874,Uses total age-cell frequency
udd1,58,40096,hours_4,0.5800079808,0.0024648300440511376,Uses total age-cell frequency
udd1,59,38600,hours_4,0.5647927461,0.002523474761481624,Uses total age-cell frequency
udd1,60,36987,hours_4,0.5478681699,0.002587891250822338,Uses total age-cell frequency
udd1,61,35482,hours_4,0.5160926667,0.002653022297651055,Uses total age-cell frequency
udd1,62,34081,hours_4,0.4794166838,0.002706110521891471,Uses total age-cell frequency
udd1,63,32751,hours_4,0.4251167903,0.002731691547452209,Uses total age-cell frequency
udd1,64,31813,hours_4,0.3605758652,0.0026920959002591,Uses total age-cell frequency
udd1,65,31074,hours_4,0.2824226041,0.0025537919916284466,Uses total age-cell frequency
udd1,66,30479,hours_4,0.2089635487,0.0023288051817227096,Uses total age-cell frequency
udd1,67,30295,hours_4,0.1331572867,0.0019519430457098721,Uses total age-cell frequency
udd1,68,29842,hours_4,0.0862877823,0.0016254192792777352,Uses total age-cell frequency
udd1,69,29091,hours_4,0.0607748101,0.0014007716578385027,Uses total age-cell frequency
udd1,70,28733,hours_4,0.0449309157,0.0012220797334726802,Uses total age-cell frequency
udd1,71,28201,hours_4,0.0328002553,0.0010606313122945468,Uses total age-cell frequency
udd1,72,27755,hours_4,0.0247162673,0.0009319364882404979,Uses total age-cell frequency
udd1,73,27615,hours_4,0.020822017,0.0008592503039551779,Uses total age-cell frequency
udd1,74,27541,hours_4,0.017283323,0.000785304224416068,Uses total age-cell frequency
udd1,75,27329,hours_4,0.0127337261,0.0006782394270407979,Uses total age-cell frequency
udd1,76,25186,hours_4,0.0106011276,0.0006453304190122713,Uses total age-cell frequency
udd1,77,22442,hours_4,0.009535692,0.0006487311375715493,Uses total age-cell frequency
udd1,78,19392,hours_4,0.0084570957,0.0006575898130504886,Uses total age-cell frequency
udd1,79,16359,hours_4,0.007090898,0.0006560349681438074,Uses total age-cell frequency
udd1,80,13610,hours_4,0.006098457,0.0006673483680921346,Uses total age-cell frequency
udd1,81,11239,hours_4,0.0057834327,0.000715269168667739,Uses total age-cell frequency
udd1,82,7491,hours_4,0.0042717928,0.0007535387600949321,Uses total age-cell frequency
udd1,83,4499,hours_4,0.0040008891,0.0009411302557820629,Uses total age-cell frequency
udd1,84,1982,hours_4,0.0065590313,0.0018131722328885006,Uses total age-cell frequency
udd2,30,1113,hours_4,0.4312668464,0.014844983772746827,Uses total age-cell frequency
udd2,31,2004,hours_4,0.495508982,0.011168725733477502,Uses total age-cell frequency
udd2,32,2718,hours_4,0.5334805004,0.009569063780659231,Uses total age-cell frequency
udd2,33,3314,hours_4,0.5666867833,0.008607881066521005,Uses total age-cell frequency
udd2,34,3924,hours_4,0.5899592253,0.007851633542277562,Uses total age-cell frequency
udd2,35,4527,hours_4,0.6026065827,0.007273141265751462,Uses total age-cell frequency
udd2,36,7085,hours_4,0.67099506,0.005582014285181584,Uses total age-cell frequency
udd2,37,9565,hours_4,0.704966022,0.004663131073520647,Uses total age-cell frequency
udd2,38,12100,hours_4,0.732892562,0.004022262988770469,Uses total age-cell frequency
udd2,39,14860,hours_4,0.7491251682,0.003556283186925236,Uses total age-cell frequency
udd2,40,14575,hours_4,0.7536878216,0.0035689002507472297,Uses total age-cell frequency
udd2,41,14728,hours_4,0.7556355242,0.0035408157735381867,Uses total age-cell frequency
udd2,42,15004,hours_4,0.7584644095,0.003494255378371947,Uses total age-cell frequency
udd2,43,15152,hours_4,0.7629355861,0.003454952958393245,Uses total age-cell frequency
udd2,44,15237,hours_4,0.765898799,0.0034303448485586193,Uses total age-cell frequency
udd2,45,15257,hours_4,0.7696794914,0.0034086835885223615,Uses total age-cell frequency
udd2,46,15375,hours_4,0.772097561,0.0033830079202505766,Uses total age-cell frequency
udd2,47,15578,hours_4,0.7735909616,0.003353101684383443,Uses total age-cell frequency
udd2,48,15708,hours_4,0.7775019099,0.0033185886969864923,Uses total age-cell frequency
udd2,49,15636,hours_4,0.7716167818,0.0033571449698697278,Uses total age-cell frequency
udd2,50,15191,hours_4,0.7615035218,0.0034576717479457885,Uses total age-cell frequency
udd2,51,14835,hours_4,0.7584091675,0.0035143761006196346,Uses total age-cell frequency
udd2,52,14402,hours_4,0.7603110679,0.00355719966903773,Uses total age-cell frequency
udd2,53,14078,hours_4,0.748259696,0.00365790205330795,Uses total age-cell frequency
udd2,54,13964,hours_4,0.7482812948,0.0036726984274609914,Uses total age-cell frequency
udd2,55,13816,hours_4,0.7510856977,0.0036785656357926264,Uses total age-cell frequency
udd2,56,13539,hours_4,0.7414875545,0.003762698037679503,Uses total age-cell frequency
udd2,57,13004,hours_4,0.7320824362,0.003883668084687909,Uses total age-cell frequency
udd2,58,12185,hours_4,0.7332786213,0.004006366341635154,Uses total age-cell frequency
udd2,59,11532,hours_4,0.7168747832,0.00419525738968732,Uses total age-cell frequency
udd2,60,11168,hours_4,0.699767192,0.00433728699427065,Uses total age-cell frequency
udd2,61,10557,hours_4,0.6651510846,0.004593189245487863,Uses total age-cell frequency
udd2,62,10144,hours_4,0.628351735,0.004798028726995279,Uses total age-cell frequency
udd2,63,9703,hours_4,0.5699268268,0.005026060487589465,Uses total age-cell frequency
udd2,64,9220,hours_4,0.4945770065,0.005206897135634009,Uses total age-cell frequency
udd2,65,8973,hours_4,0.4038783016,0.005179930011535531,Uses total age-cell frequency
udd2,66,8725,hours_4,0.3075071633,0.004940291139283296,Uses total age-cell frequency
udd2,67,8583,hours_4,0.1978329256,0.0042999375335649095,Uses total age-cell frequency
udd2,68,8433,hours_4,0.1298470295,0.003660351251322441,Uses total age-cell frequency
udd2,69,8358,hours_4,0.0934434075,0.003183615498885854,Uses total age-cell frequency
udd2,70,8294,hours_4,0.0690860863,0.002784633481138309,Uses total age-cell frequency
udd2,71,8097,hours_4,0.0516240583,0.0024589758630881005,Uses total age-cell frequency
udd2,72,8065,hours_4,0.0407935524,0.002202670939174754,Uses total age-cell frequency
udd2,73,8060,hours_4,0.032133995,0.00196436622367423,Uses total age-cell frequency
udd2,74,7998,hours_4,0.0262565641,0.0017879300297147015,Uses total age-cell frequency
udd2,75,7923,hours_4,0.0219613783,0.001646504685863673,Uses total age-cell frequency
udd2,76,7366,hours_4,0.0175128971,0.0015283631914432406,Uses total age-cell frequency
udd2,77,6573,hours_4,0.0146052031,0.0014797117300193153,Uses total age-cell frequency
udd2,78,5726,hours_4,0.011002445,0.0013785310108303014,Uses total age-cell frequency
udd2,79,4695,hours_4,0.0091586794,0.0013902749087751523,Uses total age-cell frequency
udd2,80,3872,hours_4,0.0090392562,0.0015209918916756489,Uses total age-cell frequency
udd2,81,3178,hours_4,0.0081812461,0.0015978975834839114,Uses total age-cell frequency
udd2,82,2067,hours_4,0.0062893082,0.001738846244331272,Uses total age-cell frequency
udd2,83,1296,hours_4,0.0061728395,0.0021756820188862545,Uses total age-cell frequency
udd2,84,578,hours_4,0.0034602076,0.0024424994867647057,Uses total age-cell frequency
udd3,30,1301,hours_4,0.5426594927,0.013811628506459504,Uses total age-cell frequency
udd3,31,2482,hours_4,0.5455278002,0.00999450331222506,Uses total age-cell frequency
udd3,32,3552,hours_4,0.5627815315,0.008323053557700837,Uses total age-cell frequency
udd3,33,4342,hours_4,0.5877475818,0.0074701981504672115,Uses total age-cell frequency
udd3,34,4950,hours_4,0.598989899,0.006966021427216424,Uses total age-cell frequency
udd3,35,5483,hours_4,0.5998540945,0.0066164171629067205,Uses total age-cell frequency
udd3,36,8619,hours_4,0.6840700777,0.005007457097199096,Uses total age-cell frequency
udd3,37,11739,hours_4,0.7239117472,0.004126209027988813,Uses total age-cell frequency
udd3,38,14733,hours_4,0.7570080771,0.003533463269370433,Uses total age-cell frequency
udd3,39,17853,hours_4,0.7704587464,0.0031473820738815096,Uses total age-cell frequency
udd3,40,17484,hours_4,0.7811141615,0.003127128222496717,Uses total age-cell frequency
udd3,41,16899,hours_4,0.7889815965,0.003138796069322981,Uses total age-cell frequency
udd3,42,16541,hours_4,0.7985611511,0.003118493362128071,Uses total age-cell frequency
udd3,43,15978,hours_4,0.8054825385,0.0031314548423920984,Uses total age-cell frequency
udd3,44,15429,hours_4,0.8062738998,0.0031817531235710976,Uses total age-cell frequency
udd3,45,15154,hours_4,0.8104790814,0.0031837271424263016,Uses total age-cell frequency
udd3,46,14897,hours_4,0.8132509901,0.003192949468344612,Uses total age-cell frequency
udd3,47,14703,hours_4,0.815683874,0.0031977140599016808,Uses total age-cell frequency
udd3,48,14631,hours_4,0.8175791128,0.0031927518888821317,Uses total age-cell frequency
udd3,49,14114,hours_4,0.8179821454,0.0032479089883012905,Uses total age-cell frequency
udd3,50,13301,hours_4,0.8151266822,0.0033659489557069412,Uses total age-cell frequency
udd3,51,12629,hours_4,0.8147121704,0.0034573318531503352,Uses total age-cell frequency
udd3,52,11941,hours_4,0.8082237669,0.003602822376664862,Uses total age-cell frequency
udd3,53,11340,hours_4,0.8043209877,0.00372546336553522,Uses total age-cell frequency
udd3,54,11158,hours_4,0.7953934397,0.00381906984456979,Uses total age-cell frequency
udd3,55,10794,hours_4,0.7904391329,0.0039174016602904925,Uses total age-cell frequency
udd3,56,10445,hours_4,0.7874581139,0.00400296482694385,Uses total age-cell frequency
udd3,57,9859,hours_4,0.782838016,0.004152517016984377,Uses total age-cell frequency
udd3,58,9125,hours_4,0.7736986301,0.004380392925158854,Uses total age-cell frequency
udd3,59,8551,hours_4,0.7611975208,0.004610623345614194,Uses total age-cell frequency
udd3,60,8036,hours_4,0.7356893977,0.004919087828417968,Uses total age-cell frequency
udd3,61,7489,hours_4,0.7210575511,0.005182393118814101,Uses total age-cell frequency
udd3,62,7287,hours_4,0.6893097297,0.005421215183795519,Uses total age-cell frequency
udd3,63,7168,hours_4,0.6519252232,0.005626472110885198,Uses total age-cell frequency
udd3,64,7025,hours_4,0.6025622776,0.0058386487396592576,Uses total age-cell frequency
udd3,65,6992,hours_4,0.5208810069,0.005974344266063464,Uses total age-cell frequency
udd3,66,6812,hours_4,0.4334997064,0.006004227701080551,Uses total age-cell frequency
udd3,67,6754,hours_4,0.3156647912,0.005655447645044254,Uses total age-cell frequency
udd3,68,6615,hours_4,0.2303854875,0.005177251459572381,Uses total age-cell frequency
udd3,69,6435,hours_4,0.172960373,0.004714788227459463,Uses total age-cell frequency
udd3,70,6337,hours_4,0.1224554205,0.004117956431440624,Uses total age-cell frequency
udd3,71,6224,hours_4,0.0877249357,0.0035858295300320244,Uses total age-cell frequency
udd3,72,6085,hours_4,0.066064092,0.00318427803143274,Uses total age-cell frequency
udd3,73,5938,hours_4,0.0453014483,0.0026987899151378163,Uses total age-cell frequency
udd3,74,5880,hours_4,0.0343537415,0.002375239405941202,Uses total age-cell frequency
udd3,75,5681,hours_4,0.0281640556,0.0021949856271088067,Uses total age-cell frequency
udd3,76,5187,hours_4,0.0206284943,0.0019735556308875597,Uses total age-cell frequency
udd3,77,4611,hours_4,0.0156148341,0.0018258019070479627,Uses total age-cell frequency
udd3,78,4006,hours_4,0.0144782826,0.001887279192148041,Uses total age-cell frequency
udd3,79,3348,hours_4,0.0113500597,0.0018307440043763266,Uses total age-cell frequency
