education,n_individuals,age,moment,mean_sim_value,simulation_sd,min_sim_value,max_sim_value,n_seeds,mean_sim_time_seconds,solve_time_seconds,n_assets,n_experience,n_quad_points,n_data,data_value,data_se,denominator_note,simulation_sd_to_data_se
udd1,25000,53,hours_3,0.0855531881034531,0.0016960450752884157,0.08340516356770512,0.08888250266852779,10,2.6188261985778807,2.595287322998047,20,5,5,41296,0.0668829911,0.001229339688759101,Uses total age-cell frequency,1.3796390784392623
udd1,25000,53,hours_4,0.6344280105861708,0.0021523617650615087,0.6303140046915511,0.6383450314000739,10,2.6188261985778807,2.595287322998047,20,5,5,41296,0.5899118559,0.0024203500164373796,Uses total age-cell frequency,0.8892770675497857
udd1,25000,53,nowork_nowork,0.06569514483784296,0.0014303047053972815,0.06326103890779386,0.06790402897238569,10,2.6188261985778807,2.595287322998047,20,5,5,41296,0.2208757757,0.0020413778776379094,Approximate: uses total age-cell frequency,0.7006565129687286
udd1,25000,53,prob_work,0.8402190000792906,0.002966364449835788,0.8355899419729207,0.8462106905328844,10,2.6188261985778807,2.595287322998047,20,5,5,41296,0.7609695854,0.0020987283947791133,Uses total age-cell frequency,1.413410357059562
udd1,25000,53,work_work,0.7500181810250003,0.0030470068697453618,0.7462833675564682,0.7559323425568601,10,2.6188261985778807,2.595287322998047,20,5,5,41296,0.7302130898,0.002184143912406664,Approximate: uses total age-cell frequency,1.3950577397566841
udd1,25000,54,hours_0,0.16700745305218623,0.0020767033992088644,0.1640087361437343,0.17087330670729198,10,2.6188261985778807,2.595287322998047,20,5,5,42101,0.2423932923,0.0020885073047798696,Uses total age-cell frequency,0.9943481617019054
udd1,25000,54,hours_1,0.06372968027668857,0.0014435735865185285,0.06119169276413384,0.06545903664059284,10,2.6188261985778807,2.595287322998047,20,5,5,42101,0.0570057718,0.001129972115609378,Uses total age-cell frequency,1.2775302740457712
udd1,25000,54,hours_2,0.056522863554106795,0.0016205985401439211,0.05455744189879677,0.05890348889895786,10,2.6188261985778807,2.595287322998047,20,5,5,42101,0.0450345597,0.0010106960822572613,Uses total age-cell frequency,1.6034479291979842
udd1,25000,54,hours_3,0.0830754205437679,0.0013953002925557814,0.08115452711327048,0.08608616854765631,10,2.6188261985778807,2.595287322998047,20,5,5,42101,0.0644402746,0.0011966530286784312,Uses total age-cell frequency,1.1660023909325945
udd1,25000,54,hours_4,0.6296645825732505,0.0030621421572386374,0.6261636049097948,0.6334239578184215,10,2.6188261985778807,2.595287322998047,20,5,5,42101,0.5911261015,0.0023960096120189487,Uses total age-cell frequency,1.2780174761729715
udd1,25000,54,nowork_nowork,0.06912502965792633,0.0014952677831504711,0.06642765896072857,0.07136970496126586,10,2.6188261985778807,2.595287322998047,20,5,5,42101,0.2236663881,0.00203085235708332,Approximate: uses total age-cell frequency,0.7362759670515647
udd1,25000,54,prob_work,0.8329925469478138,0.0020767033992088743,0.829126693292708,0.8359912638562658,10,2.6188261985778807,2.595287322998047,20,5,5,42101,0.7576067077,0.0020885073047798696,Uses total age-cell frequency,0.9943481617019102
udd1,25000,54,work_work,0.7423294592467136,0.003105904865697618,0.7379791804362195,0.7485474100630486,10,2.6188261985778807,2.595287322998047,20,5,5,42101,0.7277731347,0.002169288406902525,Approximate: uses total age-cell frequency,1.4317620726754656
udd1,25000,55,hours_0,0.17389826416627213,0.0035180695093445934,0.16968793974008775,0.18005872379140647,10,2.6188261985778807,2.595287322998047,20,5,5,42583,0.2430077731,0.002078440831126764,Uses total age-cell frequency,1.692648381737852
udd1,25000,55,hours_1,0.06542811605676421,0.0014972703394069025,0.06304068877023056,0.06762405330463933,10,2.6188261985778807,2.595287322998047,20,5,5,42583,0.0551393749,0.001106105794570444,Uses total age-cell frequency,1.35364116774053
udd1,25000,55,hours_2,0.05673029030646254,0.001090521859511938,0.054628978189794314,0.05794941843619355,10,2.6188261985778807,2.595287322998047,20,5,5,42583,0.0444543597,0.0009987683465998794,Uses total age-cell frequency,1.0918666607971872
udd1,25000,55,hours_3,0.08072975288235602,0.0016858775534423888,0.0782317148888613,0.08319206119495555,10,2.6188261985778807,2.595287322998047,20,5,5,42583,0.0643684099,0.001189243267493641,Uses total age-cell frequency,1.4176052953366023
udd1,25000,55,hours_4,0.6232135765881451,0.003962761828151201,0.618193094893529,0.6302044532737356,10,2.6188261985778807,2.595287322998047,20,5,5,42583,0.5930300824,0.002380682003539841,Uses total age-cell frequency,1.6645489915322425
udd1,25000,55,nowork_nowork,0.07289780985584629,0.0018065039562724025,0.0697376045029385,0.0755965427401679,10,2.6188261985778807,2.595287322998047,20,5,5,42583,0.2249216964,0.0020233468516735018,Approximate: uses total age-cell frequency,0.892829598038641
udd1,25000,55,prob_work,0.8261017358337279,0.003518069509344647,0.8199412762085935,0.8303120602599122,10,2.6188261985778807,2.595287322998047,20,5,5,42583,0.7569922269,0.002078440831126764,Uses total age-cell frequency,1.692648381737878
udd1,25000,55,work_work,0.7319981564406385,0.003380042067740414,0.7247839212604937,0.736405491725082,10,2.6188261985778807,2.595287322998047,20,5,5,42583,0.7300996078,0.002151169779622585,Approximate: uses total age-cell frequency,1.571257694189731
udd1,25000,56,hours_0,0.18416152767936284,0.0024137985401957536,0.18143231659106987,0.18913305362854652,10,2.6188261985778807,2.595287322998047,20,5,5,42538,0.2469556632,0.002090890237522,Uses total age-cell frequency,1.1544357981490436
udd1,25000,56,hours_1,0.06627892604877277,0.0023309645829823595,0.06275227830718655,0.06924034869240349,10,2.6188261985778807,2.595287322998047,20,5,5,42538,0.0563496168,0.0011180533065796494,Uses total age-cell frequency,2.0848420815580346
udd1,25000,56,hours_2,0.055455264377930934,0.0012233530019947192,0.05313889235115709,0.057354953759382904,10,2.6188261985778807,2.595287322998047,20,5,5,42538,0.0444778786,0.0009995485006794248,Uses total age-cell frequency,1.2239055945391017
udd1,25000,56,hours_3,0.07986063684899937,0.0016314482219722648,0.07765175121525614,0.08254972122825996,10,2.6188261985778807,2.595287322998047,20,5,5,42538,0.0642954535,0.0011892439982196489,Uses total age-cell frequency,1.371836414070296
udd1,25000,56,hours_4,0.6142436450449341,0.0028624491239825594,0.6112174419572273,0.619075360992052,10,2.6188261985778807,2.595287322998047,20,5,5,42538,0.5879213879,0.0023864983224430717,Uses total age-cell frequency,1.199434794092901
udd1,25000,56,nowork_nowork,0.0790824782253327,0.0023076181546552656,0.07491992179375181,0.08274830723216882,10,2.6188261985778807,2.595287322998047,20,5,5,42538,0.2267522017,0.0020302362081057045,Approximate: uses total age-cell frequency,1.136625455423421
udd1,25000,56,prob_work,0.8158384723206371,0.002413798540195744,0.8108669463714535,0.8185676834089302,10,2.6188261985778807,2.595287322998047,20,5,5,42538,0.7530443368,0.002090890237522,Uses total age-cell frequency,1.154435798149039
udd1,25000,56,work_work,0.7211269251430149,0.0031099388439290152,0.715876048849381,0.7249916638879627,10,2.6188261985778807,2.595287322998047,20,5,5,42538,0.7255845362,0.002163514280890745,Approximate: uses total age-cell frequency,1.4374478002745679
udd1,25000,57,hours_0,0.19796378740124554,0.003348352530213937,0.19337731752129614,0.204332943730172,10,2.6188261985778807,2.595287322998047,20,5,5,41686,0.2528186921,0.0021287392969114314,Uses total age-cell frequency,1.5729274764044765
udd1,25000,57,hours_1,0.06846061007695094,0.001829810245627233,0.06518561824028062,0.072336877214926,10,2.6188261985778807,2.595287322998047,20,5,5,41686,0.0563258648,0.0011291973440931066,Uses total age-cell frequency,1.6204521337205327
udd1,25000,57,hours_2,0.0558354496729669,0.0017802438064950727,0.052532676326888544,0.05857548430193721,10,2.6188261985778807,2.595287322998047,20,5,5,41686,0.0428201315,0.0009915752182179296,Uses total age-cell frequency,1.7953694019244928
udd1,25000,57,hours_3,0.0765230689159061,0.001217262624750015,0.07532988140972106,0.07845350052246604,10,2.6188261985778807,2.595287322998047,20,5,5,41686,0.0635465144,0.0011947962755573247,Uses total age-cell frequency,1.0188034978450284
udd1,25000,57,hours_4,0.6012170839329305,0.004309479837015834,0.5950492569711137,0.6106146651077334,10,2.6188261985778807,2.595287322998047,20,5,5,41686,0.5844887972,0.0024137059022581874,Uses total age-cell frequency,1.7854204329467067
udd1,25000,57,nowork_nowork,0.08709187881962872,0.002062275424395879,0.08467978233570532,0.09166805810652863,10,2.6188261985778807,2.595287322998047,20,5,5,41686,0.233712867,0.00207272633816718,Approximate: uses total age-cell frequency,0.9949578902053503
udd1,25000,57,prob_work,0.8020362125987545,0.0033483525302139185,0.795667056269828,0.8066226824787038,10,2.6188261985778807,2.595287322998047,20,5,5,41686,0.7471813079,0.002128739296911431,Uses total age-cell frequency,1.572927476404468
udd1,25000,57,work_work,0.7050270146015585,0.003453656165999176,0.698238437134747,0.7093777461606059,10,2.6188261985778807,2.595287322998047,20,5,5,41686,0.7195160232,0.0022002860789693173,Approximate: uses total age-cell frequency,1.569639602327065
udd1,25000,58,hours_0,0.21290228966604582,0.0019526275274357515,0.20953981928976675,0.2159381954066423,10,2.6188261985778807,2.595287322998047,20,5,5,40096,0.2612729449,0.002194010481356121,Uses total age-cell frequency,0.8899809476884676
udd1,25000,58,hours_1,0.0686442037577254,0.0016350379177374314,0.06594007742804242,0.07152445674972732,10,2.6188261985778807,2.595287322998047,20,5,5,40096,0.0542946927,0.0011316342366709572,Uses total age-cell frequency,1.4448466339683992
udd1,25000,58,hours_2,0.054419566911590535,0.0013790869741641966,0.0520216651971281,0.05663634832406939,10,2.6188261985778807,2.595287322998047,20,5,5,40096,0.0431464485,0.0010147165381913371,Uses total age-cell frequency,1.3590859341095642
udd1,25000,58,hours_3,0.07293944280262071,0.0016031356281039394,0.07030888842193739,0.0762060712936138,10,2.6188261985778807,2.595287322998047,20,5,5,40096,0.061277933,0.001197760654211734,Uses total age-cell frequency,1.3384440559695872
udd1,25000,58,hours_4,0.5910944968620175,0.0031254246214373,0.5871436368980141,0.5968060516915318,10,2.6188261985778807,2.595287322998047,20,5,5,40096,0.5800079808,0.0024648300440511376,Uses total age-cell frequency,1.2680081650986468
udd1,25000,58,nowork_nowork,0.09682011284888374,0.0025985499483484604,0.09342226696870543,0.10135617416131334,10,2.6188261985778807,2.595287322998047,20,5,5,40096,0.2394717317,0.002131249445124024,Approximate: uses total age-cell frequency,1.2192612902696816
udd1,25000,58,prob_work,0.7870977103339543,0.00195262752743576,0.7840618045933577,0.7904601807102333,10,2.6188261985778807,2.595287322998047,20,5,5,40096,0.7387270551,0.002194010481356121,Uses total age-cell frequency,0.8899809476884715
udd1,25000,58,work_work,0.6859660752544524,0.002340487599132664,0.6823277490867867,0.689850808993486,10,2.6188261985778807,2.595287322998047,20,5,5,40096,0.7155067517,0.0022531615190435656,Approximate: uses total age-cell frequency,1.038757132744823
udd1,25000,59,hours_0,0.22991599982380623,0.0026188877540416523,0.22508569252253396,0.23284189120488052,10,2.6188261985778807,2.595287322998047,20,5,5,38600,0.2727720207,0.0022669479460806653,Uses total age-cell frequency,1.1552482969754365
udd1,25000,59,hours_1,0.0700011188378627,0.0015271729627721116,0.06697977490056697,0.07190982668757151,10,2.6188261985778807,2.595287322998047,20,5,5,38600,0.0550518135,0.0011609036069908578,Uses total age-cell frequency,1.3155036762532328
udd1,25000,59,hours_2,0.053107390092957764,0.001400086964690516,0.05085893204705086,0.055181752782362155,10,2.6188261985778807,2.595287322998047,20,5,5,38600,0.043238342,0.0010352440549919332,Uses total age-cell frequency,1.3524221249465913
udd1,25000,59,hours_3,0.06985264717753374,0.0008347702123744151,0.06817316237146122,0.07072333573456502,10,2.6188261985778807,2.595287322998047,20,5,5,38600,0.0641450777,0.001247074158234503,Uses total age-cell frequency,0.669382976836124
udd1,25000,59,hours_4,0.5771228440678395,0.0029420311054125597,0.573440473673081,0.5820320765096695,10,2.6188261985778807,2.595287322998047,20,5,5,38600,0.5647927461,0.002523474761481624,Uses total age-cell frequency,1.1658650802931694
udd1,25000,59,nowork_nowork,0.10891447087888424,0.0015279926370919215,0.10620292798510621,0.11142179291645483,10,2.6188261985778807,2.595287322998047,20,5,5,38600,0.2504253674,0.0022052252053439635,Approximate: uses total age-cell frequency,0.6928964141118595
udd1,25000,59,prob_work,0.7700840001761937,0.002618887754041649,0.7671581087951195,0.774914307477466,10,2.6188261985778807,2.595287322998047,20,5,5,38600,0.7272279793,0.002266947946080665,Uses total age-cell frequency,1.1552482969754352
udd1,25000,59,work_work,0.6660608829042376,0.0032738677269089954,0.6606470712624234,0.672379501502264,10,2.6188261985778807,2.595287322998047,20,5,5,38600,0.7042536736,0.002322900393663822,Approximate: uses total age-cell frequency,1.409387908254322
udd1,25000,60,hours_0,0.2488410531453193,0.0030306678851762837,0.24507054224035357,0.25481999658761306,10,2.6188261985778807,2.595287322998047,20,5,5,36987,0.2872090194,0.002352640566524788,Uses total age-cell frequency,1.2881984304355707
udd1,25000,60,hours_1,0.07193993369009968,0.0014459634624519734,0.06994344997661466,0.07463512190970598,10,2.6188261985778807,2.595287322998047,20,5,5,36987,0.0578581664,0.001213992275733719,Uses total age-cell frequency,1.1910812707420684
udd1,25000,60,hours_2,0.05107929639086965,0.00196063030669096,0.04819996587613035,0.054081719696323464,10,2.6188261985778807,2.595287322998047,20,5,5,36987,0.0436369535,0.0010622189651592572,Uses total age-cell frequency,1.8457873291661717
udd1,25000,60,hours_3,0.06771874518964846,0.0015149953512121092,0.06578161017672672,0.07113682777399591,10,2.6188261985778807,2.595287322998047,20,5,5,36987,0.0634276908,0.0012673178537371092,Uses total age-cell frequency,1.1954343945716857
udd1,25000,60,hours_4,0.5604209715840629,0.0027100203666531606,0.5571160249295655,0.5665051844297128,10,2.6188261985778807,2.595287322998047,20,5,5,36987,0.5478681699,0.002587891250822338,Uses total age-cell frequency,1.0471925224029466
udd1,25000,60,nowork_nowork,0.12275951696497818,0.0020451956975181705,0.12083049693669162,0.12706875959733835,10,2.6188261985778807,2.595287322998047,20,5,5,36987,0.2606027326,0.0022824635438857183,Approximate: uses total age-cell frequency,0.8960474759813173
udd1,25000,60,prob_work,0.7511589468546808,0.003030667885176284,0.745180003412387,0.7549294577596465,10,2.6188261985778807,2.595287322998047,20,5,5,36987,0.7127909806,0.002352640566524788,Uses total age-cell frequency,1.288198430435571
udd1,25000,60,work_work,0.6440019990784688,0.0027020807372298314,0.6398225558778365,0.6479748127978217,10,2.6188261985778807,2.595287322998047,20,5,5,36987,0.692141219,0.002400206324669604,Approximate: uses total age-cell frequency,1.1257701929444677
udd1,25000,61,hours_0,0.2713161210915347,0.003236870917137259,0.26616360830046304,0.27693429404700637,10,2.6188261985778807,2.595287322998047,20,5,5,35482,0.3134828927,0.002462796677196493,Uses total age-cell frequency,1.3143070019169947
udd1,25000,61,hours_1,0.07257054557934844,0.00144363074257837,0.06978040830331103,0.07413466505941106,10,2.6188261985778807,2.595287322998047,20,5,5,35482,0.0615523364,0.0012759194392775028,Uses total age-cell frequency,1.1314434894070076
udd1,25000,61,hours_2,0.04894055649196959,0.001485703947034859,0.046592519431442436,0.05195530726256983,10,2.6188261985778807,2.595287322998047,20,5,5,35482,0.0432331887,0.0010797112821044473,Uses total age-cell frequency,1.3760196560501787
udd1,25000,61,hours_3,0.06398941142614654,0.0013329597188641653,0.062079314040728834,0.06604623236265386,10,2.6188261985778807,2.595287322998047,20,5,5,35482,0.0656389155,0.0013147222828494647,Uses total age-cell frequency,1.013871702223814
udd1,25000,61,hours_4,0.5431833654110008,0.003053188525916603,0.5369144821658788,0.5473760932944607,10,2.6188261985778807,2.595287322998047,20,5,5,35482,0.5160926667,0.002653022297651055,Uses total age-cell frequency,1.1508340991403838
udd1,25000,61,nowork_nowork,0.1387692622175925,0.002195550479333579,0.1352683930715143,0.1433417786747971,10,2.6188261985778807,2.595287322998047,20,5,5,35482,0.2778040541,0.0023778955105194003,Approximate: uses total age-cell frequency,0.9233166342342806
udd1,25000,61,prob_work,0.7286838789084653,0.003236870917137253,0.7230657059529937,0.733836391699537,10,2.6188261985778807,2.595287322998047,20,5,5,35482,0.6865171073,0.0024627966771964926,Uses total age-cell frequency,1.3143070019169925
udd1,25000,61,work_work,0.6186795470637756,0.0031308816213841337,0.6126164812985786,0.6227490996398559,10,2.6188261985778807,2.595287322998047,20,5,5,35482,0.6680743243,0.002499935298813833,Approximate: uses total age-cell frequency,1.252385060873244
udd1,25000,62,hours_0,0.2942897728209436,0.002267257501520937,0.290739380320643,0.297916576428293,10,2.6188261985778807,2.595287322998047,20,5,5,34081,0.3469088348,0.0025783295133971025,Uses total age-cell frequency,0.8793513357156939
udd1,25000,62,hours_1,0.07260440545937309,0.0014840601110625807,0.07010094883237294,0.0746191135734072,10,2.6188261985778807,2.595287322998047,20,5,5,34081,0.0618233033,0.001304554595963407,Uses total age-cell frequency,1.137599082211358
udd1,25000,62,hours_2,0.0470185905286196,0.001476161555952623,0.04427884407088081,0.04937573411058424,10,2.6188261985778807,2.595287322998047,20,5,5,34081,0.0443942373,0.0011156976413512737,Uses total age-cell frequency,1.3230838725846679
udd1,25000,62,hours_3,0.06152430932168771,0.0014168106631145111,0.05890239155818881,0.06345562437735522,10,2.6188261985778807,2.595287322998047,20,5,5,34081,0.0674569408,0.0013585999782640566,Uses total age-cell frequency,1.0428460810994806
udd1,25000,62,hours_4,0.524562921869376,0.00308702854193937,0.5208992073461255,0.5293964732897188,10,2.6188261985778807,2.595287322998047,20,5,5,34081,0.4794166838,0.002706110521891471,Uses total age-cell frequency,1.1407621813545337
udd1,25000,62,nowork_nowork,0.1566334935795094,0.0026887454308255248,0.15279159278640314,0.16104301121843462,10,2.6188261985778807,2.595287322998047,20,5,5,34081,0.3056767023,0.0024954902311029063,Approximate: uses total age-cell frequency,1.0774417776972052
udd1,25000,62,prob_work,0.7057102271790564,0.002267257501520912,0.702083423571707,0.7092606196793569,10,2.6188261985778807,2.595287322998047,20,5,5,34081,0.6530911652,0.0025783295133971025,Uses total age-cell frequency,0.8793513357156841
udd1,25000,62,work_work,0.591019749662743,0.0029480509934728854,0.5860889889196675,0.5947274546482795,10,2.6188261985778807,2.595287322998047,20,5,5,34081,0.6330191334,0.0026108021689551656,Approximate: uses total age-cell frequency,1.1291744079761836
udd1,25000,63,hours_0,0.3246752122406939,0.0031190113136804775,0.31993190151911993,0.3295692361353331,10,2.6188261985778807,2.595287322998047,20,5,5,32751,0.391560563,0.002697092662546113,Uses total age-cell frequency,1.156434614573481
udd1,25000,63,hours_1,0.07282719366359748,0.0015396227468435309,0.07098522598129207,0.07559432933478735,10,2.6188261985778807,2.595287322998047,20,5,5,32751,0.0672651217,0.0013840819088407554,Uses total age-cell frequency,1.1123783477041829
udd1,25000,63,hours_2,0.04546883604686704,0.0010716952760874018,0.04381757935123823,0.04705779640300332,10,2.6188261985778807,2.595287322998047,20,5,5,32751,0.0475710665,0.0011761844992375157,Uses total age-cell frequency,0.9111625572196784
udd1,25000,63,hours_3,0.057535405700463046,0.0010907147593947632,0.05481851219405403,0.05856918238993711,10,2.6188261985778807,2.595287322998047,20,5,5,32751,0.0684864584,0.0013956761529034037,Uses total age-cell frequency,0.7814955905965478
udd1,25000,63,hours_4,0.4994933523483785,0.0023973322219516605,0.4945064527380537,0.50262260687123,10,2.6188261985778807,2.595287322998047,20,5,5,32751,0.4251167903,0.002731691547452209,Uses total age-cell frequency,0.8775998974655838
udd1,25000,63,nowork_nowork,0.17832630752964648,0.002791913951135615,0.17430591932949188,0.18311824206487617,10,2.6188261985778807,2.595287322998047,20,5,5,32751,0.3404534998,0.0026184201177384928,Approximate: uses total age-cell frequency,1.0662589751055562
udd1,25000,63,prob_work,0.675324787759306,0.0031190113136804623,0.6704307638646669,0.68006809848088,10,2.6188261985778807,2.595287322998047,20,5,5,32751,0.608439437,0.002697092662546113,Uses total age-cell frequency,1.1564346145734752
udd1,25000,63,work_work,0.5593309412439045,0.0028519400148280995,0.553877139979859,0.5634712764099877,10,2.6188261985778807,2.595287322998047,20,5,5,32751,0.5905721693,0.002717145444577835,Approximate: uses total age-cell frequency,1.0496088902856682
udd1,25000,64,hours_0,0.36520189117338403,0.0024374337861246234,0.3595899529599716,0.3685907344433158,10,2.6188261985778807,2.595287322998047,20,5,5,31813,0.4625781913,0.002795425401590887,Uses total age-cell frequency,0.8719366235770308
udd1,25000,64,hours_1,0.07368897845803062,0.0015456249717263918,0.07079372098164935,0.07591980612469706,10,2.6188261985778807,2.595287322998047,20,5,5,31813,0.0708515387,0.001438516628452891,Uses total age-cell frequency,1.0744574940288976
udd1,25000,64,hours_2,0.044008263836217754,0.0010554526761705674,0.04246472331578714,0.045426479668342595,10,2.6188261985778807,2.595287322998047,20,5,5,31813,0.0463018263,0.0011781544377581718,Uses total age-cell frequency,0.8958525659665765
udd1,25000,64,hours_3,0.05481122015195018,0.0016097374933207594,0.05242684112810538,0.05799088777812182,10,2.6188261985778807,2.595287322998047,20,5,5,31813,0.0596925785,0.0013282896504643858,Uses total age-cell frequency,1.2118874017861814
udd1,25000,64,hours_4,0.4622896463804175,0.002990097847233755,0.4570507441593428,0.46724948966006924,10,2.6188261985778807,2.595287322998047,20,5,5,31813,0.3605758652,0.0026920959002591,Uses total age-cell frequency,1.1106951453497529
udd1,25000,64,nowork_nowork,0.20603413335264326,0.002728469621736724,0.20159654229513982,0.2103519851609769,10,2.6188261985778807,2.595287322998047,20,5,5,31813,0.3903164316,0.0027350064183156012,Approximate: uses total age-cell frequency,0.9976099520150659
udd1,25000,64,prob_work,0.6347981088266159,0.0024374337861245766,0.6314092655566842,0.6404100470400284,10,2.6188261985778807,2.595287322998047,20,5,5,31813,0.5374218087,0.002795425401590887,Uses total age-cell frequency,0.8719366235770141
udd1,25000,64,work_work,0.5163210577035614,0.0022618712788418085,0.5123879344609813,0.5197035590662998,10,2.6188261985778807,2.595287322998047,20,5,5,31813,0.5234845597,0.0028001939585507196,Approximate: uses total age-cell frequency,0.807755217075203
udd1,25000,65,hours_0,0.42746413181419507,0.0027290280441055782,0.42239265171445134,0.43104835105907585,10,2.6188261985778807,2.595287322998047,20,5,5,31074,0.5382635,0.0028281079857679146,Uses total age-cell frequency,0.9649659977055532
udd1,25000,65,hours_1,0.07981464202997227,0.001800821532863854,0.07744213066404504,0.08280197975654345,10,2.6188261985778807,2.595287322998047,20,5,5,31074,0.0767200875,0.0015098112513191968,Uses total age-cell frequency,1.1927461338563923
udd1,25000,65,hours_2,0.04402757224796929,0.001194771557950064,0.04240424488339947,0.04596262183671644,10,2.6188261985778807,2.595287322998047,20,5,5,31074,0.0473064298,0.0012043095298290424,Uses total age-cell frequency,0.9920801325218008
udd1,25000,65,hours_3,0.05217256509645514,0.001375955254076988,0.05028961429661892,0.054079399812441385,10,2.6188261985778807,2.595287322998047,20,5,5,31074,0.0552873785,0.0012964753893933939,Uses total age-cell frequency,1.061304568782275
udd1,25000,65,hours_4,0.39652108881140824,0.0031382951675457465,0.39204977841443217,0.40045480893565794,10,2.6188261985778807,2.595287322998047,20,5,5,31074,0.2824226041,0.0025537919916284466,Uses total age-cell frequency,1.2288765795465537
udd1,25000,65,nowork_nowork,0.24555050516861962,0.0023229072084531397,0.24026761259036414,0.24860372637505027,10,2.6188261985778807,2.595287322998047,20,5,5,31074,0.467988757,0.0028306067261004274,Approximate: uses total age-cell frequency,0.8206393304425169
udd1,25000,65,prob_work,0.5725358681858049,0.002729028044105604,0.5689516489409241,0.5776073482855487,10,2.6188261985778807,2.595287322998047,20,5,5,31074,0.4617365,0.0028281079857679146,Uses total age-cell frequency,0.9649659977055622
udd1,25000,65,work_work,0.45283821269758506,0.0022262388181001017,0.4491017964071856,0.4568600347795068,10,2.6188261985778807,2.595287322998047,20,5,5,31074,0.451007183,0.002822776412639654,Approximate: uses total age-cell frequency,0.7886699095725708
udd1,25000,66,hours_0,0.5398790430093946,0.0031215836336285782,0.5358622888109659,0.5447003354791913,10,2.6188261985778807,2.595287322998047,20,5,5,30479,0.630270022,0.0027650647198966876,Uses total age-cell frequency,1.1289369146286063
udd1,25000,66,hours_1,0.11458335082851963,0.0014412670502663844,0.11209666470561615,0.11719033781329459,10,2.6188261985778807,2.595287322998047,20,5,5,30479,0.0778568851,0.0015347841985944811,Uses total age-cell frequency,0.9390682101016302
udd1,25000,66,hours_2,0.046577705478542196,0.0014002801438445648,0.04469147005444646,0.04935476567806203,10,2.6188261985778807,2.595287322998047,20,5,5,30479,0.0360904229,0.0010683505457980311,Uses total age-cell frequency,1.310693525970533
udd1,25000,66,hours_3,0.04312494092264524,0.0007774236058890863,0.04203850509626274,0.0440558492612173,10,2.6188261985778807,2.595287322998047,20,5,5,30479,0.0468191214,0.0012100377895715012,Uses total age-cell frequency,0.6424787825547065
udd1,25000,66,hours_4,0.2558349597608983,0.002488947607187367,0.2524254238824916,0.2591351596105954,10,2.6188261985778807,2.595287322998047,20,5,5,30479,0.2089635487,0.0023288051817227096,Uses total age-cell frequency,1.0687659176995619
udd1,25000,66,nowork_nowork,0.31554096669867066,0.002621587973929414,0.31126189717200237,0.3197734994337486,10,2.6188261985778807,2.595287322998047,20,5,5,30479,0.539813816,0.002854883751424113,Approximate: uses total age-cell frequency,0.918281864409252
udd1,25000,66,prob_work,0.4601209569906054,0.00312158363362854,0.4552996645208088,0.46413771118903413,10,2.6188261985778807,2.595287322998047,20,5,5,30479,0.369729978,0.0027650647198966876,Uses total age-cell frequency,1.1289369146285926
udd1,25000,66,work_work,0.34818713092509385,0.0027639127025217898,0.34477916194790487,0.35177722436042563,10,2.6188261985778807,2.595287322998047,20,5,5,30479,0.3638179712,0.002755703039724757,Approximate: uses total age-cell frequency,1.002979153660132
udd1,25000,67,hours_0,0.6427461482538068,0.003227195975967453,0.638149440058748,0.6472887825966978,10,2.6188261985778807,2.595287322998047,20,5,5,30295,0.7056610002,0.0026184029670637456,Uses total age-cell frequency,1.2325054686240302
udd1,25000,67,hours_1,0.10454935298305859,0.0021686490081299025,0.1015499241135078,0.10725075528700906,10,2.6188261985778807,2.595287322998047,20,5,5,30295,0.0827859383,0.0015831722227347964,Uses total age-cell frequency,1.3698124417467004
udd1,25000,67,hours_2,0.03888677223679057,0.0011157040691011698,0.03667097727692592,0.0402974114191298,10,2.6188261985778807,2.595287322998047,20,5,5,30295,0.0384221819,0.0011043271554883596,Uses total age-cell frequency,1.0103021224790756
udd1,25000,67,hours_3,0.03325710901190217,0.0013777229256615288,0.031091662828189773,0.03513774548130433,10,2.6188261985778807,2.595287322998047,20,5,5,30295,0.039973593,0.0011254927565131358,Uses total age-cell frequency,1.224106434882639
udd1,25000,67,hours_4,0.1805606175144418,0.0028904589081745814,0.17709530596294423,0.18510992056161094,10,2.6188261985778807,2.595287322998047,20,5,5,30295,0.1331572867,0.0019519430457098721,Uses total age-cell frequency,1.4808110895076834
udd1,25000,67,nowork_nowork,0.4271075746650257,0.003654017656117174,0.4203306853870312,0.43259899737846663,10,2.6188261985778807,2.595287322998047,20,5,5,30295,0.6314256825,0.002771648662609021,Approximate: uses total age-cell frequency,1.3183552826921279
udd1,25000,67,prob_work,0.3572538517461932,0.0032271959759674557,0.3527112174033022,0.3618505599412521,10,2.6188261985778807,2.595287322998047,20,5,5,30295,0.2943389998,0.0026184029670637456,Uses total age-cell frequency,1.2325054686240313
udd1,25000,67,work_work,0.24442258022230307,0.001994110077830544,0.24141102883686705,0.24725932749884846,10,2.6188261985778807,2.595287322998047,20,5,5,30295,0.2869565217,0.0025988461920787285,Approximate: uses total age-cell frequency,0.767305923647418
udd1,25000,68,hours_0,0.7020877929054812,0.003985477588050564,0.6949533761304532,0.7095840530320713,10,2.6188261985778807,2.595287322998047,20,5,5,29842,0.7714630387,0.002430646617745015,Uses total age-cell frequency,1.6396779190172914
