education,age,_FREQ_,prob_work,hours_0,hours_1,hours_2,hours_3,hours_4,avg_wealth,work_work,nowork_nowork,avg_experience,avg_labor_income,avg_wage,avg_hours,var_wage,skew_wage,pens
udd3,38,14733,0.8976447431,0.1023552569,0.0331907962,0.0413357768,0.066110093,0.7570080771,3.4156564458,0.8761093362,0.0840433085,9.4965741075,6.017228456,0.0034003829,1741.8449905,2.1296388e-06,1.4996908161,
udd3,39,17853,0.9056741164,0.0943258836,0.0325995631,0.0393771355,0.0632386714,0.7704587464,3.7318280092,0.8878300155,0.0767330227,10.287493911,6.34719586,0.0035707005,1748.7135877,2.4363761e-06,1.4945233793,
udd3,40,17484,0.9090597117,0.0909402883,0.0309997712,0.0366048959,0.0603408831,0.7811141615,4.5621244563,0.8920380788,0.0755805568,11.121696113,6.5440648156,0.0036635675,1757.6003523,2.7007431e-06,1.5564629521,
udd3,41,16899,0.9114740517,0.0885259483,0.0279306468,0.0394697911,0.0550920173,0.7889815965,5.6550205604,0.8934797122,0.0730657963,11.994958352,6.7395598742,0.0037617232,1763.374018,3.0548538e-06,1.6187946842,
udd3,42,16541,0.9145154465,0.0854845535,0.0266005683,0.0347621063,0.0545916208,0.7985611511,5.8120212775,0.8978519196,0.0707647776,12.865243993,6.948867133,0.0038638723,1772.4763668,3.343064e-06,1.6473929351,
udd3,43,15978,0.9197646764,0.0802353236,0.0276630367,0.0356740518,0.0509450494,0.8054825385,5.6225607267,0.904654245,0.0662664692,13.82013776,7.0946022172,0.0039461029,1772.5367447,3.6030611e-06,1.7239083502,
udd3,44,15429,0.9205392443,0.0794607557,0.0279344092,0.0361008491,0.0502300862,0.8062738998,6.180853999,0.9079182216,0.0651468441,14.711107567,7.2691405901,0.0040524236,1772.0904034,4.0742733e-06,1.829618949,
udd3,45,15154,0.9216048568,0.0783951432,0.0276494655,0.0335225023,0.0499538076,0.8104790814,6.4021048212,0.9081189442,0.0633979285,15.753188055,7.4109616933,0.0041127785,1776.1456394,4.1516329e-06,1.8099150898,
udd3,46,14897,0.9210579311,0.0789420689,0.0264482782,0.0323555078,0.049003155,0.8132509901,6.7407696388,0.9063482621,0.0655222232,16.680384426,7.5739452309,0.0041975923,1780.3002697,4.6850368e-06,1.9275839164,
udd3,47,14703,0.9215126165,0.0784873835,0.024892879,0.0319662654,0.048969598,0.815683874,7.412168707,0.9085865483,0.064441789,17.714723165,7.724452295,0.0042913829,1783.65193,5.1791077e-06,1.9731486702,
udd3,48,14631,0.9255006493,0.0744993507,0.0265190349,0.0326703575,0.0487321441,0.8175791128,8.2048851866,0.9127113552,0.0609389752,18.616726484,7.8260334112,0.0043539222,1780.5331955,5.4586652e-06,1.9478167152,
udd3,49,14114,0.9226300128,0.0773699872,0.0250106277,0.0318123849,0.0478248548,0.8179821454,9.7582105732,0.9131047854,0.0610734115,19.563458001,8.0064160871,0.0044435218,1784.5185071,6.0211054e-06,2.0407762776,
udd3,50,13301,0.9222614841,0.0777385159,0.0278174573,0.0326291256,0.0466882189,0.8151266822,9.2230181842,0.9107748739,0.0626318203,20.48412251,8.0230762086,0.0044628333,1779.1717616,5.9621365e-06,1.9870212576,
udd3,51,12629,0.9197086072,0.0802913928,0.0281890886,0.0304853908,0.0463219574,0.8147121704,9.5224564547,0.9078985718,0.064024094,21.359956127,8.1187233711,0.0045025663,1781.0891089,6.1318185e-06,1.9880745652,
udd3,52,11941,0.9146637635,0.0853362365,0.0309019345,0.0296457583,0.0458923038,0.8082237669,10.07135825,0.9048358704,0.0664802734,22.217588204,8.1059489402,0.0045191057,1776.8769456,6.4698103e-06,2.0277620256,
udd3,53,11340,0.9126102293,0.0873897707,0.0283950617,0.0318342152,0.0480599647,0.8043209877,10.495962495,0.8991285403,0.0725490196,23.132409546,8.051298498,0.0044844576,1776.9494637,6.4640302e-06,2.0922105436,
udd3,54,11158,0.9095716078,0.0904283922,0.0302025453,0.0324430902,0.0515325327,0.7953934397,11.178990648,0.8968262745,0.0751962844,24.107946359,8.0092174831,0.0044791553,1770.1990344,6.3185607e-06,2.0137744013,
udd3,55,10794,0.9073559385,0.0926440615,0.0339077265,0.0340930146,0.0489160645,0.7904391329,11.388721555,0.8955376405,0.0765300329,25.056769056,7.9676584384,0.0044787693,1762.7833367,6.5156129e-06,2.1313743117,
udd3,56,10445,0.9020584011,0.0979415989,0.03255146,0.0336045955,0.0484442317,0.7874581139,12.475681785,0.8882878645,0.0799623706,26.085271318,7.8529863258,0.0044066813,1765.3948206,6.1332652e-06,2.1116038288,
udd3,57,9859,0.8980626838,0.1019373162,0.0346891165,0.0324576529,0.0480778984,0.782838016,12.357885618,0.8874319644,0.0841167739,27.007094847,7.7257906174,0.0043330901,1762.5818839,5.6469065e-06,2.1059051722,
udd3,58,9125,0.8928219178,0.1071780822,0.0356164384,0.0370410959,0.0464657534,0.7736986301,14.45280354,0.8816364359,0.0892360651,27.836646383,7.5426510586,0.0042502041,1755.2411931,5.3026973e-06,2.083004604,
udd3,59,8551,0.8825868319,0.1174131681,0.0363700152,0.0376564145,0.0473628815,0.7611975208,14.088787605,0.8717692418,0.0982436099,28.511896074,7.3880571296,0.0041724756,1750.7420167,4.7262244e-06,1.9948790781,
udd3,60,8036,0.8702090592,0.1297909408,0.0390741663,0.0430562469,0.0523892484,0.7356893977,13.60550361,0.8562031513,0.1086125134,29.139371187,7.2719869504,0.004157237,1732.8900329,4.5814916e-06,1.9504402449,
udd3,61,7489,0.854453198,0.145546802,0.0376552277,0.0355187608,0.0602216584,0.7210575511,14.8837719,0.8392711892,0.1185944363,30.102006407,7.1643518461,0.0040883912,1737.1933115,4.2363525e-06,1.9201125728,
udd3,62,7287,0.8394400988,0.1605599012,0.0448744339,0.0414436668,0.0638122684,0.6893097297,16.260573472,0.8270306936,0.1322706461,30.886619353,7.016921515,0.0040720726,1709.4082066,4.3567829e-06,2.0437513994,
udd3,63,7168,0.8162667411,0.1837332589,0.0496651786,0.0461774554,0.0684988839,0.6519252232,16.990193545,0.8036842105,0.1478947368,31.73500796,6.8392622258,0.0040385041,1684.1992822,4.1772868e-06,2.1556469664,
udd3,64,7025,0.7839145907,0.2160854093,0.0609252669,0.0523843416,0.0680427046,0.6025622776,18.63734546,0.7726869117,0.1743917599,32.553951642,6.6808060886,0.0040816575,1642.83639,4.7529685e-06,2.3259547368,
udd3,65,6992,0.7336956522,0.2663043478,0.0759439359,0.0599256293,0.0769450801,0.5208810069,20.597279399,0.7320179372,0.2134529148,32.910792151,6.343980545,0.0040857818,1572.3586745,4.9543977e-06,2.399558849,
udd3,66,6812,0.6623605402,0.3376394598,0.0933646506,0.058719906,0.0767762772,0.4334997064,20.079799279,0.6587825449,0.2636596993,33.424745379,6.1002153653,0.0041380233,1495.9219858,5.7595397e-06,2.5931783321,
udd3,67,6754,0.5663310631,0.4336689369,0.1128220314,0.0667752443,0.0710689962,0.3156647912,20.567850455,0.566827997,0.3466120625,33.747166186,5.7380418161,0.0043749747,1360.4052288,8.7881452e-06,3.0677333944,3401740.008
udd3,68,6615,0.4875283447,0.5124716553,0.1300075586,0.0604686319,0.0666666667,0.2303854875,19.572130665,0.4696509863,0.4347496206,33.737171955,5.1214448757,0.0042889974,1235.3178295,8.3819518e-06,3.1359687891,
udd3,69,6435,0.4177156177,0.5822843823,0.1314685315,0.0571872572,0.0560994561,0.172960373,20.564520802,0.4082106894,0.5135553834,33.672475962,4.6552702092,0.0041655237,1142.671131,6.724305e-06,2.7279378516,
udd3,70,6337,0.3692599022,0.6307400978,0.1371311346,0.0568092157,0.0528641313,0.1224554205,21.09139516,0.3504973669,0.5705090696,33.465548596,4.2441128851,0.0042077904,1024.4230769,6.7269429e-06,2.664741328,
udd3,71,6224,0.3189267352,0.6810732648,0.1460475578,0.0467544987,0.0383997429,0.0877249357,21.247860278,0.300120048,0.6164465786,33.222699387,3.6994410395,0.0042140173,903.5768262,7.3105662e-06,2.5098914065,
udd3,72,6085,0.2726376335,0.7273623665,0.1377156943,0.0410846343,0.0277732128,0.066064092,21.176782462,0.2562947799,0.6722620266,32.697069748,3.396130127,0.0043085932,832.12778782,9.0863695e-06,2.4889534984,
udd3,73,5938,0.2418322668,0.7581677332,0.1359043449,0.0363758841,0.0242505894,0.0453014483,21.363359645,0.2300272594,0.7083245964,32.305769631,3.0876932149,0.0044701221,739.58913649,1.10003e-05,2.6180208767,
udd3,74,5880,0.2161564626,0.7838435374,0.1341836735,0.0295918367,0.0180272109,0.0343537415,21.249960796,0.1960867716,0.7445767758,31.745626672,2.6561168829,0.004301044,668.25334382,9.7024909e-06,2.5847960159,
udd3,75,5681,0.196444288,0.803555712,0.1249779968,0.0308044358,0.0124977997,0.0281640556,22.606495635,0.1812662619,0.7718993929,31.145412458,2.4972983173,0.004222856,631.76523297,8.4014924e-06,2.6725357823,
udd3,76,5187,0.1733179102,0.8266820898,0.1179872759,0.023713129,0.010989011,0.0206284943,20.731845051,0.1597821153,0.7911938266,30.45817617,2.2712571598,0.0042101322,581.36818687,1.02939e-05,2.8912103953,
udd3,77,4611,0.1559314682,0.8440685318,0.1084363479,0.0223378877,0.0095423986,0.0156148341,20.620454127,0.1416386663,0.8089945722,29.743083955,2.1640276703,0.0043873332,551.11265647,1.30878e-05,3.1783392556,
udd3,78,4006,0.143534698,0.856465302,0.1055916126,0.0167249126,0.0067398902,0.0144782826,22.616883158,0.1275769346,0.8308933373,29.060909583,2.03991909,0.0044255824,524.0,1.32984e-05,2.8111141503,
udd3,79,3348,0.1296296296,0.8703703704,0.0985663082,0.0128434886,0.006869773,0.0113500597,21.819836347,0.1158768592,0.8436527153,28.394300031,1.8576856948,0.0042975936,499.65437788,1.14634e-05,2.9263616968,
udd3,80,2785,0.1055655296,0.8944344704,0.0807899461,0.0104129264,0.0028725314,0.0114901257,22.772352887,0.0987341772,0.8662447257,27.612208259,1.8170565695,0.0041629551,507.4829932,1.5049e-05,3.4580504728,
udd3,81,2244,0.0811051693,0.9188948307,0.0646167558,0.006684492,0.0008912656,0.008912656,23.325136693,0.0739549839,0.8922829582,26.903743316,1.6938804307,0.0037808907,484.06593407,6.9418812e-06,2.600115064,
udd3,82,1484,0.0781671159,0.9218328841,0.0592991914,0.0074123989,0.0006738544,0.0107816712,25.07260967,0.0661213361,0.9066121336,26.444743935,1.7919834841,0.0036637208,534.05172414,6.3357272e-06,2.7684871022,
udd3,83,933,0.0589496249,0.9410503751,0.0493033226,0.0042872454,0.0,0.0053590568,22.836180482,0.0532030402,0.9272529859,25.849946409,1.788591887,0.0040173109,436.36363636,1.33386e-05,3.4387407748,
udd3,84,449,0.0534521158,0.9465478842,0.0512249443,0.0,0.0,0.0022271715,25.951778886,0.0426966292,0.9325842697,25.521158129,0.9467837161,0.0033262831,318.75,2.7058494e-06,1.7727255704,
