education,n_individuals,seed,age,sim_time_seconds,solve_time_seconds,n_assets,n_experience,n_quad_points,moment,sim_value
udd1,10000,404,43,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.81527959040257
udd1,10000,404,44,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.8299668375037684
udd1,10000,404,45,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.8333501056656939
udd1,10000,404,46,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.8366256803063898
udd1,10000,404,47,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.845113085621971
udd1,10000,404,48,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.8410562525293404
udd1,10000,404,49,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.8483465205924122
udd1,10000,404,50,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.8474438459193008
udd1,10000,404,51,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.8455814901641016
udd1,10000,404,52,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.8444489837605965
udd1,10000,404,53,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.8442211055276382
udd1,10000,404,54,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.8370439084724799
udd1,10000,404,55,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.8274684330366384
udd1,10000,404,56,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.8176617432910339
udd1,10000,404,57,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.8021334448860071
udd1,10000,404,58,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.7855715637816805
udd1,10000,404,59,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.7665006886322704
udd1,10000,404,60,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.7534670364838916
udd1,10000,404,61,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.7275858357550318
udd1,10000,404,62,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.7090355550723062
udd1,10000,404,63,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.6743446309092903
udd1,10000,404,64,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.6322323209931279
udd1,10000,404,65,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.5695535113304914
udd1,10000,404,66,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.46441990208357053
udd1,10000,404,67,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.35436164067013287
udd1,10000,404,68,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.29289143927860406
udd1,10000,404,69,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.2540514775977121
udd1,10000,404,70,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.22037396794560465
udd1,10000,404,71,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.19106145251396647
udd1,10000,404,72,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.17061068702290078
udd1,10000,404,73,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.14930056216498888
udd1,10000,404,74,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.12563826928245095
udd1,10000,404,75,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.1092880978865406
udd1,10000,404,76,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.09103983891845246
udd1,10000,404,77,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.08200899550224887
udd1,10000,404,78,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.0674596963531069
udd1,10000,404,79,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.05981216015818092
udd1,10000,404,80,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.05390882301958745
udd1,10000,404,81,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.04341400332532792
udd1,10000,404,82,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.04315977034250643
udd1,10000,404,83,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.0633697281096125
udd1,10000,404,84,1.5576882362365723,2.595287322998047,20,5,5,prob_work,0.8123984211748316
udd1,10000,505,30,1.5544734001159668,2.595287322998047,20,5,5,prob_work,0.6851
udd1,10000,505,31,1.5544734001159668,2.595287322998047,20,5,5,prob_work,0.6973
udd1,10000,505,32,1.5544734001159668,2.595287322998047,20,5,5,prob_work,0.7212
udd1,10000,505,33,1.5544734001159668,2.595287322998047,20,5,5,prob_work,0.7377737773777377
udd1,10000,505,34,1.5544734001159668,2.595287322998047,20,5,5,prob_work,0.750500200080032
udd1,10000,505,35,1.5544734001159668,2.595287322998047,20,5,5,prob_work,0.7631578947368421
udd1,10000,505,36,1.5544734001159668,2.595287322998047,20,5,5,prob_work,0.7650885797217496
udd1,10000,505,37,1.5544734001159668,2.595287322998047,20,5,5,prob_work,0.7824171422849705
udd1,10000,505,38,1.5544734001159668,2.595287322998047,20,5,5,prob_work,0.7917042380522994
udd1,10000,505,39,1.5544734001159668,2.595287322998047,20,5,5,prob_work,0.793725568808259
udd1,10000,505,40,1.5544734001159668,2.595287322998047,20,5,5,prob_work,0.806801083358411
